#cycle        mu      sigmatransactionsmax interactions
  490 1.00204459 0.24887117  9978641       45
  500 1.00200460 0.24886733  9978677       46
  510 1.00196794 0.24888113  9978880       47
  520 1.00192933 0.24896081  9978572       42
  530 1.00189283 0.24893639  9978655       45
  540 1.00185398 0.24899706  9978767       44
  550 1.00182227 0.24907708  9978864       43
  560 1.00178911 0.24910812  9978681       44
  570 1.00175553 0.24902647  9978587       43
  580 1.00172241 0.24901371  9978768       43
  590 1.00169432 0.24904722  9978922       45
  600 1.00166625 0.24905939  9978807       44
  610 1.00164238 0.24907483  9979005       44
  620 1.00161653 0.24906569  9978543       45
  630 1.00158881 0.24907360  9978619       45
  640 1.00156438 0.24910742  9978227       47
  650 1.00153631 0.24920962  9978753       43
  660 1.00151795 0.24922942  9978745       42
  670 1.00149963 0.24925138  9978825       46
  680 1.00147728 0.24913702  9978922       43
  690 1.00145391 0.24921205  9978354       46
  700 1.00142936 0.24923213  9978297       47
  710 1.00140915 0.24925974  9978755       43
  720 1.00138764 0.24931729  9978928       45
  730 1.00136658 0.24940582  9978794       43
  740 1.00134818 0.24934883  9978513       43
  750 1.00132933 0.24935739  9978321       44
  760 1.00131276 0.24934997  9978622       46
  770 1.00129506 0.24929331  9978571       48
  780 1.00127923 0.24922241  9978674       46
  790 1.00126057 0.24919503  9978822       43
  800 1.00124412 0.24923757  9978855       43
  810 1.00122772 0.24929177  9979075       43
  820 1.00121171 0.24925526  9978591       44
  830 1.00119705 0.24929122  9978825       42
  840 1.00118119 0.24925575  9978570       44
  850 1.00116653 0.24931628  9978484       44
  860 1.00115564 0.24928826  9978556       44
  870 1.00114264 0.24929099  9978903       44
  880 1.00113023 0.24928333  9978288       44
  890 1.00111478 0.24927960  9978682       45
  900 1.00110417 0.24925634  9978387       46
  910 1.00109247 0.24935038  9978569       42
  920 1.00107973 0.24941791  9978941       43
  930 1.00106495 0.24939783  9978837       44
  940 1.00105287 0.24941379  9978771       43
  950 1.00104158 0.24936278  9978679       43
  960 1.00103172 0.24936594  9978900       43
  970 1.00102180 0.24935703  9978644       45
  980 1.00101066 0.24936963  9978874       46
  990 1.00100313 0.24940802  9979002       43
 1000 1.00099625 0.24942553  9978467       42
 1010 1.00098782 0.24945558  9978518       43
 1020 1.00097618 0.24943652  9978673       44
 1030 1.00096699 0.24941617  9978706       47
 1040 1.00095870 0.24939558  9978701       45
 1050 1.00094829 0.24939123  9978374       43
 1060 1.00093769 0.24935901  9978680       42
 1070 1.00092874 0.24934450  9978752       44
 1080 1.00092000 0.24933403  9978499       44
 1090 1.00091133 0.24928904  9978558       41
 1100 1.00090286 0.24928733  9978822       47
 1110 1.00089392 0.24928398  9978977       44
 1120 1.00088375 0.24927183  9978401       43
 1130 1.00087442 0.24928377  9978634       44
 1140 1.00086662 0.24927975  9978722       43
 1150 1.00086030 0.24930405  9978465       45
 1160 1.00085513 0.24927175  9978398       47
 1170 1.00084744 0.24930833  9978793       45
 1180 1.00084297 0.24935718  9978659       44
 1190 1.00083529 0.24938392  9978263       52
 1200 1.00082829 0.24940158  9978493       47
 1210 1.00082198 0.24942365  9978316       44
 1220 1.00081598 0.24949102  9978701       43
 1230 1.00080793 0.24945032  9979171       46
 1240 1.00080274 0.24939291  9978758       43
 1250 1.00079492 0.24941292  9979012       46
 1260 1.00079028 0.24941868  9978851       44
 1270 1.00078461 0.24943760  9978794       43
 1280 1.00077918 0.24943789  9979054       42
 1290 1.00077120 0.24941151  9978757       43
 1300 1.00076692 0.24937274  9978910       43
 1310 1.00076210 0.24939048  9978673       43
 1320 1.00075648 0.24939857  9978248       46
 1330 1.00074917 0.24938637  9978578       42
 1340 1.00074284 0.24941523  9978768       44
 1350 1.00073759 0.24937502  9978707       45
 1360 1.00073309 0.24935709  9978622       45
 1370 1.00072985 0.24937352  9978602       45
 1380 1.00072351 0.24940614  9978789       43
 1390 1.00071827 0.24937403  9978724       43
 1400 1.00071232 0.24933270  9978730       43
 1410 1.00070660 0.24931996  9978626       45
 1420 1.00070106 0.24932317  9978667       45
 1430 1.00069493 0.24929469  9978629       45
 1440 1.00068865 0.24929691  9978773       43
 1450 1.00068321 0.24927122  9978788       46
 1460 1.00068202 0.24930866  9978560       45
 1470 1.00067769 0.24930648  9978740       42
 1480 1.00067257 0.24928059  9978608       48
 1490 1.00066701 0.24927975  9978649       47
 1500 1.00066310 0.24927931  9978495       44
 1510 1.00065788 0.24928619  9978477       45
 1520 1.00065329 0.24926058  9978500       42
 1530 1.00064895 0.24929099  9978606       42
 1540 1.00064377 0.24929852  9978563       43
 1550 1.00063900 0.24930011  9978738       44
 1560 1.00063468 0.24928110  9978673       44
 1570 1.00063124 0.24931378  9978947       45
 1580 1.00062706 0.24935761  9978770       44
 1590 1.00062270 0.24935531  9978523       44
 1600 1.00061997 0.24937961  9978668       45
 1610 1.00061621 0.24938813  9978865       43
 1620 1.00061201 0.24936314  9978662       45
 1630 1.00060736 0.24932198  9978829       45
 1640 1.00060399 0.24929047  9978655       45
 1650 1.00060106 0.24926772  9978601       44
 1660 1.00059831 0.24932253  9978823       43
 1670 1.00059545 0.24930496  9978816       44
 1680 1.00059179 0.24930119  9978856       46
 1690 1.00058766 0.24932405  9978639       44
 1700 1.00058435 0.24932979  9978807       43
 1710 1.00058184 0.24931985  9978527       43
 1720 1.00057703 0.24931334  9978737       43
 1730 1.00057428 0.24929491  9978777       47
 1740 1.00057201 0.24929917  9978528       44
 1750 1.00056986 0.24930373  9978433       44
 1760 1.00056509 0.24932359  9978333       43
 1770 1.00056186 0.24934461  9978625       43
 1780 1.00055798 0.24936552  9978230       45
 1790 1.00055439 0.24936266  9978744       45
 1800 1.00055164 0.24935827  9978838       44
 1810 1.00054776 0.24934755  9978692       44
 1820 1.00054415 0.24934021  9978797       43
 1830 1.00054008 0.24933305  9978734       48
 1840 1.00053614 0.24934269  9978670       42
 1850 1.00053322 0.24934160  9978610       48
 1860 1.00052954 0.24932704  9978988       44
 1870 1.00052749 0.24931771  9978894       43
 1880 1.00052460 0.24929838  9978520       45
 1890 1.00052246 0.24931421  9978763       43
 1900 1.00051895 0.24931121  9978567       45
 1910 1.00051597 0.24931336  9978463       44
 1920 1.00051313 0.24935388  9978730       44
 1930 1.00051049 0.24936785  9978635       45
 1940 1.00050696 0.24936511  9978734       44
 1950 1.00050308 0.24937345  9978680       44
 1960 1.00050087 0.24935783  9978727       45
 1970 1.00049779 0.24932386  9978321       44
 1980 1.00049558 0.24933251  9978778       45
 1990 1.00049256 0.24934002  9979060       47
