#cycle        mu      sigmatransactionsmax interactions
  530 1.00187274 0.48511871  8894328       41
  540 1.00183769 0.48507093  8894637       40
  550 1.00180118 0.48544354  8894104       40
  560 1.00176688 0.48534855  8896887       49
  570 1.00173570 0.48548020  8892958       43
  580 1.00170543 0.48578828  8896757       43
  590 1.00167492 0.48637978  8896294       43
  600 1.00164733 0.48623551  8895273       42
  610 1.00161574 0.48613036  8892389       42
  620 1.00159121 0.48621415  8893040       40
  630 1.00156690 0.48623616  8896749       41
  640 1.00154047 0.48637585  8894901       41
  650 1.00152108 0.48639482  8897830       40
  660 1.00149636 0.48655036  8896144       40
  670 1.00147485 0.48666050  8893803       41
  680 1.00145566 0.48675437  8897720       39
  690 1.00143783 0.48649010  8896144       41
  700 1.00141736 0.48668020  8897477       39
  710 1.00139204 0.48664041  8896501       41
  720 1.00137382 0.48641262  8896629       40
  730 1.00135438 0.48660561  8893310       43
  740 1.00133838 0.48644311  8894144       41
  750 1.00131847 0.48637737  8894042       41
  760 1.00130125 0.48630206  8896551       40
  770 1.00128474 0.48628695  8895267       42
  780 1.00126917 0.48614536  8895230       41
  790 1.00125291 0.48624418  8896886       41
  800 1.00124181 0.48619363  8894832       44
  810 1.00122574 0.48608571  8896004       41
  820 1.00121006 0.48604793  8896297       41
  830 1.00119566 0.48610792  8895463       39
  840 1.00117970 0.48598911  8898951       41
  850 1.00116688 0.48600559  8890772       39
  860 1.00115209 0.48603774  8894089       41
  870 1.00113805 0.48587985  8896674       42
  880 1.00112511 0.48597851  8895678       40
  890 1.00111393 0.48593565  8894680       40
  900 1.00110250 0.48601710  8893549       40
  910 1.00108967 0.48629981  8894348       40
  920 1.00107728 0.48633044  8895725       42
  930 1.00106581 0.48642735  8895329       42
  940 1.00105441 0.48633535  8896683       41
  950 1.00104342 0.48629905  8894482       41
  960 1.00103224 0.48624667  8893045       39
  970 1.00102180 0.48611311  8892782       43
  980 1.00101128 0.48606058  8894146       41
  990 1.00099975 0.48594015  8894118       41
 1000 1.00099070 0.48602099  8895698       40
 1010 1.00098045 0.48611195  8896345       42
 1020 1.00097304 0.48595934  8892393       40
 1030 1.00096296 0.48597879  8894759       41
 1040 1.00095486 0.48618831  8893182       43
 1050 1.00094448 0.48612906  8896927       41
 1060 1.00093679 0.48611118  8892597       42
 1070 1.00092827 0.48611976  8895125       42
 1080 1.00091921 0.48611913  8893772       41
 1090 1.00090894 0.48616790  8894150       40
 1100 1.00090173 0.48616968  8896378       42
 1110 1.00089369 0.48614987  8894472       43
 1120 1.00088692 0.48606884  8897193       42
 1130 1.00087872 0.48589317  8896105       39
 1140 1.00086934 0.48585026  8897966       41
 1150 1.00086235 0.48581649  8893454       41
 1160 1.00085672 0.48580440  8898138       42
 1170 1.00085103 0.48571949  8891591       41
 1180 1.00084263 0.48574379  8894527       41
 1190 1.00083592 0.48570102  8897421       38
 1200 1.00082900 0.48555567  8894368       43
 1210 1.00082236 0.48540345  8893636       42
 1220 1.00081533 0.48555603  8896415       41
 1230 1.00081037 0.48555377  8895725       40
 1240 1.00080472 0.48553051  8897057       42
 1250 1.00079792 0.48547261  8890852       41
 1260 1.00079226 0.48543746  8893887       43
 1270 1.00078799 0.48545412  8892728       41
 1280 1.00078227 0.48557325  8896030       42
 1290 1.00077632 0.48560118  8895066       42
 1300 1.00077196 0.48559530  8896057       41
 1310 1.00076737 0.48548732  8897864       43
 1320 1.00076106 0.48549501  8897334       41
 1330 1.00075519 0.48552028  8896293       39
 1340 1.00074951 0.48552295  8894484       45
 1350 1.00074459 0.48567760  8896034       41
 1360 1.00073875 0.48556112  8894506       40
 1370 1.00073237 0.48566786  8893329       42
 1380 1.00072743 0.48558235  8890955       42
 1390 1.00072205 0.48570107  8894468       43
 1400 1.00071818 0.48562183  8894583       39
 1410 1.00071156 0.48577977  8899310       40
 1420 1.00070518 0.48584228  8896026       46
 1430 1.00069871 0.48583775  8894392       41
 1440 1.00069490 0.48587432  8893305       42
 1450 1.00069086 0.48586939  8891687       42
 1460 1.00068757 0.48585094  8896465       41
 1470 1.00068350 0.48585900  8896231       40
 1480 1.00067818 0.48589819  8893555       43
 1490 1.00067299 0.48591338  8893901       41
 1500 1.00066737 0.48587575  8896383       41
 1510 1.00066146 0.48590843  8895564       42
 1520 1.00065605 0.48592547  8894479       42
 1530 1.00065085 0.48599731  8893320       41
 1540 1.00064750 0.48610369  8896877       39
 1550 1.00064552 0.48604339  8896228       42
 1560 1.00064032 0.48601759  8894677       42
 1570 1.00063627 0.48596508  8895177       42
 1580 1.00063244 0.48602463  8894506       40
 1590 1.00062497 0.48607503  8898374       40
 1600 1.00062097 0.48602180  8894872       43
 1610 1.00061674 0.48608731  8894362       41
 1620 1.00061370 0.48600380  8893475       46
 1630 1.00061040 0.48612593  8893927       40
 1640 1.00060747 0.48613946  8895414       40
 1650 1.00060458 0.48612641  8895695       40
 1660 1.00060045 0.48621551  8896868       40
 1670 1.00059793 0.48617522  8894322       42
 1680 1.00059360 0.48627839  8898655       41
 1690 1.00058787 0.48618970  8895865       39
 1700 1.00058400 0.48621614  8897982       41
 1710 1.00057965 0.48619333  8896267       43
 1720 1.00057718 0.48611746  8898920       41
 1730 1.00057431 0.48612638  8894222       42
 1740 1.00057325 0.48622903  8897711       41
 1750 1.00057077 0.48629530  8898884       42
 1760 1.00056659 0.48634374  8896068       40
 1770 1.00056412 0.48639065  8893507       40
 1780 1.00056065 0.48644179  8895414       42
 1790 1.00055754 0.48643107  8893702       41
 1800 1.00055486 0.48635828  8897062       44
 1810 1.00055229 0.48632079  8893911       40
 1820 1.00054775 0.48634673  8893954       41
 1830 1.00054393 0.48630875  8892813       43
 1840 1.00054052 0.48626719  8896197       42
 1850 1.00053795 0.48626628  8896891       42
 1860 1.00053559 0.48638688  8890961       40
 1870 1.00053233 0.48633553  8893300       39
 1880 1.00053051 0.48638572  8893881       41
 1890 1.00052653 0.48640202  8898176       41
 1900 1.00052347 0.48636330  8892930       41
 1910 1.00051997 0.48631362  8894093       41
 1920 1.00051701 0.48624256  8893864       44
 1930 1.00051409 0.48620975  8895040       41
 1940 1.00051101 0.48610253  8895611       39
 1950 1.00050782 0.48607565  8893620       40
 1960 1.00050464 0.48609919  8896149       40
 1970 1.00050122 0.48605521  8893298       40
 1980 1.00049851 0.48616580  8893619       41
 1990 1.00049593 0.48631366  8891002       40
