#cycle        mu      sigmatransactionsmax interactions
  610 1.00184779 0.99020389  9903033       46
  620 1.00182298 0.99037161  9903395       44
  630 1.00179778 0.99042359  9903677       45
  640 1.00177031 0.99013956  9903516       46
  650 1.00174938 0.98997339  9902623       45
  660 1.00172295 0.98961766  9903783       43
  670 1.00170313 0.98978374  9903070       45
  680 1.00168169 0.98988621  9903463       43
  690 1.00166268 0.99013046  9903095       43
  700 1.00164157 0.99057083  9903610       44
  710 1.00162155 0.99093859  9903282       43
  720 1.00159903 0.99078575  9903238       44
  730 1.00158137 0.99095034  9903631       44
  740 1.00156480 0.99171164  9903631       44
  750 1.00154873 0.99171550  9903413       44
  760 1.00152934 0.99104469  9903336       46
  770 1.00150987 0.99102952  9903679       47
  780 1.00149128 0.99121143  9903531       42
  790 1.00147405 0.99176614  9903755       44
  800 1.00145725 0.99221280  9903979       45
  810 1.00144191 0.99238480  9903544       44
  820 1.00142890 0.99237929  9903472       46
  830 1.00141373 0.99265370  9903821       46
  840 1.00140310 0.99271189  9903601       43
  850 1.00139100 0.99233118  9903443       44
  860 1.00137814 0.99232418  9903752       47
  870 1.00136897 0.99215547  9903838       43
  880 1.00135119 0.99199705  9903811       44
  890 1.00133966 0.99213231  9903384       44
  900 1.00132656 0.99223006  9903483       47
  910 1.00131495 0.99218021  9903961       43
  920 1.00130364 0.99207567  9902737       44
  930 1.00129167 0.99237610  9903793       43
  940 1.00128090 0.99255240  9903738       42
  950 1.00126842 0.99271239  9902696       44
  960 1.00125385 0.99261777  9903832       42
  970 1.00124598 0.99268228  9903095       45
  980 1.00123862 0.99258405  9903512       48
  990 1.00122717 0.99306007  9903435       44
 1000 1.00121625 0.99325017  9903244       44
 1010 1.00120767 0.99358525  9902669       43
 1020 1.00119843 0.99373658  9902952       44
 1030 1.00118942 0.99367733  9903353       44
 1040 1.00118063 0.99362751  9904348       42
 1050 1.00117138 0.99374699  9903730       45
 1060 1.00116189 0.99350224  9903461       43
 1070 1.00115533 0.99360753  9903687       43
 1080 1.00114625 0.99368163  9902941       41
 1090 1.00113739 0.99410397  9903666       46
 1100 1.00112995 0.99383610  9903745       44
 1110 1.00111995 0.99394656  9903506       43
 1120 1.00111246 0.99365495  9903008       45
 1130 1.00110376 0.99379980  9902794       44
 1140 1.00109618 0.99391672  9903167       43
 1150 1.00108726 0.99398152  9903219       43
 1160 1.00107892 0.99399124  9903252       43
 1170 1.00107179 0.99394370  9903174       46
 1180 1.00106555 0.99387516  9903495       41
 1190 1.00105950 0.99398355  9903724       43
 1200 1.00105212 0.99374478  9903431       43
 1210 1.00104492 0.99372768  9903442       45
 1220 1.00103922 0.99368092  9903838       44
 1230 1.00103276 0.99364808  9903664       44
 1240 1.00102742 0.99359447  9903262       46
 1250 1.00102112 0.99344119  9903836       43
 1260 1.00101357 0.99352240  9903881       44
 1270 1.00100701 0.99368258  9903709       44
 1280 1.00100121 0.99391201  9903599       43
 1290 1.00099539 0.99387146  9903444       45
 1300 1.00098965 0.99405108  9903583       46
 1310 1.00098523 0.99390100  9903316       47
 1320 1.00097966 0.99378040  9903833       44
 1330 1.00097444 0.99357162  9903193       42
 1340 1.00096828 0.99360373  9903688       43
 1350 1.00096219 0.99386510  9903119       47
 1360 1.00095588 0.99391020  9902822       46
 1370 1.00095139 0.99363569  9902996       43
 1380 1.00094598 0.99358760  9902958       44
 1390 1.00094090 0.99381514  9903508       42
 1400 1.00093700 0.99377075  9902989       42
 1410 1.00092972 0.99389257  9903358       42
 1420 1.00092419 0.99405214  9903468       45
 1430 1.00092105 0.99402060  9903834       44
 1440 1.00091437 0.99395129  9904065       45
 1450 1.00090997 0.99401759  9903798       45
 1460 1.00090507 0.99398817  9903920       44
 1470 1.00090020 0.99401060  9903772       45
 1480 1.00089743 0.99416910  9903354       45
 1490 1.00089242 0.99421647  9903593       45
 1500 1.00088830 0.99424752  9904221       43
 1510 1.00088169 0.99435293  9903635       45
 1520 1.00087711 0.99422617  9903858       50
 1530 1.00087392 0.99434190  9903088       43
 1540 1.00087084 0.99445239  9903466       45
 1550 1.00086674 0.99421822  9903893       43
 1560 1.00086173 0.99436991  9903324       44
 1570 1.00085799 0.99442644  9902819       43
 1580 1.00085430 0.99469979  9903199       45
 1590 1.00085160 0.99477384  9903331       43
 1600 1.00084719 0.99474382  9902762       44
 1610 1.00084342 0.99471864  9903414       43
 1620 1.00083975 0.99471183  9903169       45
 1630 1.00083558 0.99461026  9903576       42
 1640 1.00083418 0.99469093  9903604       42
 1650 1.00082924 0.99463420  9903711       46
 1660 1.00082617 0.99479975  9903625       43
 1670 1.00082243 0.99480253  9903668       42
 1680 1.00081804 0.99473478  9903915       46
 1690 1.00081447 0.99474372  9903695       44
 1700 1.00081121 0.99454022  9903249       43
 1710 1.00080956 0.99464844  9903854       45
 1720 1.00080593 0.99456374  9903910       43
 1730 1.00080298 0.99466739  9903243       44
 1740 1.00079894 0.99451896  9903726       42
 1750 1.00079500 0.99467455  9903862       43
 1760 1.00079233 0.99464182  9903789       44
 1770 1.00078946 0.99473798  9903242       43
 1780 1.00078531 0.99490805  9903494       46
 1790 1.00078187 0.99491067  9903826       46
 1800 1.00077947 0.99487485  9903730       42
 1810 1.00077657 0.99474742  9903152       43
 1820 1.00077382 0.99467567  9903968       45
 1830 1.00077074 0.99449135  9903639       44
 1840 1.00076747 0.99430219  9902789       42
 1850 1.00076457 0.99430380  9903629       44
 1860 1.00076110 0.99435079  9903280       43
 1870 1.00075853 0.99415530  9903713       43
 1880 1.00075646 0.99423685  9903897       44
 1890 1.00075312 0.99450037  9903292       45
 1900 1.00075045 0.99449333  9903192       46
 1910 1.00074715 0.99462404  9903140       45
 1920 1.00074492 0.99475385  9903200       43
 1930 1.00074254 0.99490332  9903134       45
 1940 1.00073979 0.99501184  9903553       47
 1950 1.00073674 0.99489605  9903104       45
 1960 1.00073421 0.99510489  9903931       46
 1970 1.00073170 0.99533356  9903480       45
 1980 1.00072864 0.99529082  9903609       43
 1990 1.00072691 0.99537911  9903687       44
