#cycle        mu      sigmatransactionsmax interactions
 1400 1.00069175 0.27687924  9768097       42
 1410 1.00068670 0.27686085  9766530       44
 1420 1.00068299 0.27690285  9767687       44
 1430 1.00067899 0.27693085  9767077       44
 1440 1.00067531 0.27692201  9768073       42
 1450 1.00067117 0.27687722  9767296       43
 1460 1.00066562 0.27693435  9766511       42
 1470 1.00066173 0.27692163  9767177       43
 1480 1.00065611 0.27690273  9766999       43
 1490 1.00065171 0.27696091  9767392       44
 1500 1.00064857 0.27696882  9767996       46
 1510 1.00064493 0.27698139  9766155       43
 1520 1.00064086 0.27697967  9767457       42
 1530 1.00063667 0.27699737  9767181       43
 1540 1.00063182 0.27701439  9767959       43
 1550 1.00062752 0.27704088  9767945       44
 1560 1.00062192 0.27708032  9767221       41
 1570 1.00061841 0.27705647  9767068       42
 1580 1.00061456 0.27701945  9766712       43
 1590 1.00061145 0.27703670  9768309       46
 1600 1.00060712 0.27701745  9767993       43
 1610 1.00060220 0.27701749  9767882       43
 1620 1.00059914 0.27699096  9768000       42
 1630 1.00059595 0.27697205  9767705       44
 1640 1.00059189 0.27697677  9767144       42
 1650 1.00058809 0.27701481  9767341       45
 1660 1.00058530 0.27700228  9767291       43
 1670 1.00057991 0.27699376  9766750       43
 1680 1.00057646 0.27700613  9768049       43
 1690 1.00057302 0.27700289  9767901       43
 1700 1.00056844 0.27703209  9767854       45
 1710 1.00056477 0.27708642  9768864       47
 1720 1.00056087 0.27706416  9766606       44
 1730 1.00055798 0.27705932  9767494       42
 1740 1.00055431 0.27703086  9766029       44
 1750 1.00055080 0.27703084  9767907       43
 1760 1.00054835 0.27704879  9766726       45
 1770 1.00054475 0.27702462  9767560       41
 1780 1.00054185 0.27705984  9766928       42
 1790 1.00054059 0.27701900  9767267       46
 1800 1.00053758 0.27699386  9767075       44
 1810 1.00053456 0.27696035  9768051       43
 1820 1.00053124 0.27695854  9768044       42
 1830 1.00052866 0.27695993  9767856       42
 1840 1.00052606 0.27697203  9767886       41
 1850 1.00052249 0.27696191  9767328       43
 1860 1.00052078 0.27696149  9767671       44
 1870 1.00051805 0.27694687  9767618       43
 1880 1.00051713 0.27695105  9768239       43
 1890 1.00051481 0.27696704  9768159       43
 1900 1.00051147 0.27696735  9767733       46
 1910 1.00050822 0.27695257  9767808       43
 1920 1.00050646 0.27694801  9766657       43
 1930 1.00050417 0.27698463  9767969       45
 1940 1.00050193 0.27701697  9767732       44
 1950 1.00049877 0.27699083  9766652       42
 1960 1.00049707 0.27697822  9766522       44
 1970 1.00049487 0.27697248  9766436       42
 1980 1.00049371 0.27695700  9767949       43
 1990 1.00049166 0.27693139  9768523       42
