#cycle        mu      sigmatransactionsmax interactions
 1610 1.00061630 0.37424969  9207005       42
 1620 1.00061222 0.37428444  9207255       40
 1630 1.00061012 0.37432957  9205951       42
 1640 1.00060622 0.37430161  9208082       44
 1650 1.00060197 0.37439899  9205145       42
 1660 1.00059843 0.37445271  9206416       42
 1670 1.00059596 0.37448237  9206760       42
 1680 1.00059345 0.37449713  9205693       41
 1690 1.00059130 0.37450094  9204822       42
 1700 1.00058835 0.37449141  9206764       41
 1710 1.00058409 0.37446723  9207115       41
 1720 1.00058067 0.37450445  9205664       41
 1730 1.00057653 0.37447792  9209153       42
 1740 1.00057333 0.37447782  9208438       41
 1750 1.00057051 0.37451589  9207601       42
 1760 1.00056736 0.37446558  9208718       44
 1770 1.00056585 0.37447791  9205493       40
 1780 1.00056284 0.37448740  9207446       42
 1790 1.00055964 0.37450217  9205466       41
 1800 1.00055694 0.37449464  9206772       43
 1810 1.00055417 0.37446767  9207619       42
 1820 1.00055209 0.37447421  9209008       42
 1830 1.00054970 0.37448290  9208935       40
 1840 1.00054660 0.37450792  9208108       42
 1850 1.00054389 0.37452313  9204775       42
 1860 1.00054094 0.37449699  9209485       41
 1870 1.00053813 0.37446209  9209266       41
 1880 1.00053604 0.37446022  9209025       42
 1890 1.00053399 0.37447029  9207060       40
 1900 1.00053134 0.37447937  9206799       43
 1910 1.00052979 0.37449040  9205419       44
 1920 1.00052693 0.37442913  9205984       42
 1930 1.00052456 0.37441058  9209845       41
 1940 1.00052211 0.37444904  9207075       42
 1950 1.00052003 0.37449391  9206534       42
 1960 1.00051918 0.37451106  9207060       45
 1970 1.00051693 0.37448164  9206475       42
 1980 1.00051525 0.37447578  9203474       43
 1990 1.00051442 0.37446151  9205015       42
