#cycle        mu      sigmatransactionsmax interactions
 1440 1.00129049 19.18920664  8521228      112
 1450 1.00128531 19.19556283  8502526      113
 1460 1.00128123 19.19162163  8475912      107
 1470 1.00127639 19.19707738  8484963      105
 1480 1.00127081 19.18953378  8492778      108
 1490 1.00126409 19.18369302  8511841      112
 1500 1.00125747 19.17904671  8578865      111
 1510 1.00125026 19.19067001  8586748      111
 1520 1.00124645 19.18880969  8502136      107
 1530 1.00124092 19.18443155  8570417      107
 1540 1.00123565 19.16976837  8472295      107
 1550 1.00123148 19.16563796  8561059      118
 1560 1.00122692 19.16997142  8537476      109
 1570 1.00122478 19.16193918  8475068      109
 1580 1.00121804 19.17249418  8507123      107
 1590 1.00121390 19.18625534  8506366      108
 1600 1.00120944 19.17792142  8530216      111
 1610 1.00120329 19.17294710  8491283      106
 1620 1.00119926 19.17386999  8506967      110
 1630 1.00119650 19.16500680  8480900      109
 1640 1.00119329 19.17495443  8460122      111
 1650 1.00118903 19.18474157  8523334      109
 1660 1.00118542 19.17228575  8553400      106
 1670 1.00118216 19.16972684  8513927      109
 1680 1.00117857 19.17606044  8530683      111
 1690 1.00117225 19.17611638  8489969      113
 1700 1.00116771 19.17428871  8582633      110
 1710 1.00116275 19.17466036  8536114      112
 1720 1.00115895 19.18889476  8528209      108
 1730 1.00115636 19.18534589  8487916      107
 1740 1.00115345 19.21357814  8557786      106
 1750 1.00115034 19.18598694  8477728      110
 1760 1.00114642 19.17003200  8525564      106
 1770 1.00114311 19.18769082  8500609      109
 1780 1.00113854 19.17494764  8502528      107
 1790 1.00113676 19.17670362  8536604      110
 1800 1.00113428 19.17847368  8508244      110
 1810 1.00113072 19.16851652  8554031      109
 1820 1.00112846 19.15392460  8598931      106
 1830 1.00112410 19.15033364  8560512      106
 1840 1.00112103 19.16624004  8582571      109
 1850 1.00111930 19.18245595  8582583      105
 1860 1.00111522 19.16800832  8574396      111
 1870 1.00111080 19.17742610  8465537      106
 1880 1.00110851 19.18541812  8470712      108
 1890 1.00110434 19.19407568  8534948      108
 1900 1.00110084 19.19741086  8514721      107
 1910 1.00109654 19.19330586  8565195      111
 1920 1.00109286 19.19402981  8445469      110
 1930 1.00109233 19.19152359  8495568      110
 1940 1.00109021 19.19410325  8526807      106
 1950 1.00108723 19.18612788  8491580      109
 1960 1.00108510 19.19016186  8459935      107
 1970 1.00108325 19.19269280  8511062      108
 1980 1.00108167 19.19630631  8482361      107
 1990 1.00107884 19.21046703  8523735      108
