#cycle        mu      sigmatransactionsmax interactions
  700 1.00324914 57.17376567  9355713       44
  710 1.00322873 57.21015163  9388948       45
  720 1.00320757 57.20783539  9366178       43
  730 1.00318781 57.18222739  9405924       42
  740 1.00317088 57.22374227  9390359       43
  750 1.00315187 57.25797864  9366441       45
  760 1.00313546 57.27874106  9404291       46
  770 1.00311987 57.25206505  9431939       46
  780 1.00310359 57.20416966  9404753       46
  790 1.00308791 57.22021101  9382086       43
  800 1.00307363 57.20837974  9416103       44
  810 1.00305623 57.21539229  9445947       44
  820 1.00304085 57.23303856  9387487       43
  830 1.00302452 57.24740970  9367825       46
  840 1.00300851 57.25691691  9406916       43
  850 1.00299882 57.23838292  9395370       44
  860 1.00298413 57.23628798  9404819       45
  870 1.00297207 57.22995651  9408413       43
  880 1.00296006 57.27098141  9417717       43
  890 1.00294736 57.26690684  9358873       43
  900 1.00293406 57.26967013  9378299       43
  910 1.00292220 57.26476096  9417614       45
  920 1.00290842 57.30053166  9391831       47
  930 1.00289694 57.30764609  9407990       43
  940 1.00288649 57.29497645  9393362       43
  950 1.00287432 57.27329470  9375302       43
  960 1.00286406 57.26304734  9406331       45
  970 1.00285691 57.22452494  9382843       46
  980 1.00284561 57.19039889  9357939       44
  990 1.00283460 57.17151998  9393994       45
 1000 1.00282200 57.16285299  9393297       46
 1010 1.00281262 57.17326643  9393665       43
 1020 1.00280152 57.14447096  9388528       43
 1030 1.00279218 57.13137992  9406096       45
 1040 1.00278082 57.08834175  9365492       45
 1050 1.00277481 57.08416911  9409708       45
 1060 1.00276618 57.05785423  9416010       44
 1070 1.00275939 57.08445652  9405661       44
 1080 1.00275037 57.09588729  9369635       44
 1090 1.00274381 57.07786116  9376540       45
 1100 1.00273682 57.08032576  9355483       42
 1110 1.00272784 57.08999046  9408618       43
 1120 1.00272196 57.10673664  9408877       42
 1130 1.00271403 57.09803558  9386789       42
 1140 1.00270535 57.06910204  9447009       44
 1150 1.00269609 57.05661260  9408923       44
 1160 1.00268845 57.06764045  9373758       44
 1170 1.00268064 57.08721952  9408887       47
 1180 1.00267165 57.10655437  9382035       45
 1190 1.00266643 57.08057255  9378384       43
 1200 1.00265971 57.07613895  9390291       45
 1210 1.00265430 57.06742524  9383534       45
 1220 1.00264889 57.09590447  9404014       46
 1230 1.00264057 57.10255986  9400331       43
 1240 1.00263452 57.13709162  9429098       46
 1250 1.00262788 57.13360377  9404231       46
 1260 1.00261984 57.14401150  9432516       44
 1270 1.00261311 57.17191882  9409375       46
 1280 1.00260605 57.17634578  9387566       45
 1290 1.00259973 57.16190657  9407221       42
 1300 1.00259558 57.17164866  9397047       47
 1310 1.00259252 57.20580057  9403301       44
 1320 1.00258799 57.18779347  9379652       46
 1330 1.00258158 57.17289769  9380477       43
 1340 1.00257799 57.14852883  9380174       43
 1350 1.00257252 57.13191496  9403672       46
 1360 1.00256640 57.08715053  9375406       44
 1370 1.00256018 57.08120207  9392976       46
 1380 1.00255464 57.07369342  9399177       44
 1390 1.00254903 57.06649860  9394294       43
 1400 1.00254389 57.09039834  9391275       43
 1410 1.00253933 57.07769698  9424205       44
 1420 1.00253391 57.10363723  9420488       46
 1430 1.00252934 57.10159462  9389845       43
 1440 1.00252507 57.11137131  9401160       43
 1450 1.00252007 57.09141410  9389757       47
 1460 1.00251551 57.11823179  9418715       43
 1470 1.00251105 57.10918995  9382663       45
 1480 1.00250426 57.10236974  9377704       45
 1490 1.00250027 57.09910957  9406365       45
 1500 1.00249617 57.09583227  9420528       45
 1510 1.00249152 57.07820162  9369199       43
 1520 1.00248648 57.07405989  9399546       43
 1530 1.00248196 57.07649573  9388187       47
 1540 1.00247877 57.08228004  9377786       44
 1550 1.00247419 57.07219225  9444580       44
 1560 1.00246907 57.07510386  9414179       44
 1570 1.00246465 57.08131036  9387951       44
 1580 1.00245832 57.06981117  9353625       43
 1590 1.00245387 57.06419758  9389762       44
 1600 1.00244912 57.07665818  9386762       45
 1610 1.00244519 57.09138816  9367844       46
 1620 1.00244201 57.09357487  9415082       43
 1630 1.00243840 57.11142356  9386378       43
 1640 1.00243457 57.11524162  9420408       45
 1650 1.00242948 57.14275256  9432484       44
 1660 1.00242657 57.14690303  9413405       42
 1670 1.00242087 57.14553471  9410042       43
 1680 1.00241738 57.14558750  9401725       45
 1690 1.00241325 57.13681514  9382707       46
 1700 1.00240985 57.11348986  9372923       43
 1710 1.00240436 57.13718166  9378932       43
 1720 1.00240081 57.14653089  9396472       45
 1730 1.00239723 57.13201632  9390940       44
 1740 1.00239236 57.13030373  9396501       46
 1750 1.00238911 57.15446964  9405275       42
 1760 1.00238582 57.14813307  9401029       46
 1770 1.00238381 57.13151661  9370900       44
 1780 1.00238213 57.12868943  9391429       42
 1790 1.00237796 57.12254997  9402525       44
 1800 1.00237361 57.13893962  9421653       44
 1810 1.00236942 57.14016168  9389691       46
 1820 1.00236747 57.13441511  9375725       43
 1830 1.00236336 57.13823160  9377135       43
 1840 1.00236019 57.14766626  9403203       45
 1850 1.00235749 57.15784073  9411725       42
 1860 1.00235285 57.16512839  9399265       43
 1870 1.00234824 57.14825491  9369112       45
 1880 1.00234468 57.15046969  9376492       45
 1890 1.00234270 57.15133565  9440093       44
 1900 1.00233850 57.15557628  9399513       44
 1910 1.00233592 57.14876354  9385371       43
 1920 1.00233380 57.16263806  9361402       42
 1930 1.00233130 57.16442277  9386467       46
 1940 1.00232765 57.17575965  9412016       44
 1950 1.00232521 57.17180689  9370936       43
 1960 1.00232247 57.16562920  9391517       43
 1970 1.00231911 57.17573773  9411571       42
 1980 1.00231705 57.18296668  9381006       45
 1990 1.00231535 57.19348004  9425163       44
