#cycle        mu      sigmatransactionsmax interactions
 1190 1.00116235 2.11169812  8259335      109
 1200 1.00115583 2.11243464  8260659      102
 1210 1.00114975 2.11147667  8255846      105
 1220 1.00114377 2.11227556  8255688      106
 1230 1.00113667 2.11185250  8259305      108
 1240 1.00113169 2.11117138  8258830      104
 1250 1.00112400 2.11081893  8259580      104
 1260 1.00111841 2.11131889  8257183      108
 1270 1.00111220 2.11107870  8256419      101
 1280 1.00110625 2.11084830  8255569      104
 1290 1.00110147 2.11173247  8257887      104
 1300 1.00109777 2.11116325  8255758      106
 1310 1.00109229 2.11146996  8260447      103
 1320 1.00108606 2.11136035  8258170      101
 1330 1.00108248 2.11186982  8258133      103
 1340 1.00107799 2.11165851  8259166      102
 1350 1.00107333 2.11066807  8259239      105
 1360 1.00107074 2.11009231  8256357      105
 1370 1.00106555 2.10989980  8254538      102
 1380 1.00105754 2.10887468  8259223      104
 1390 1.00105331 2.10898555  8260783      103
 1400 1.00104486 2.11009673  8259588      105
 1410 1.00104050 2.11055046  8258161      105
 1420 1.00103493 2.11139740  8260726      107
 1430 1.00103119 2.11153568  8257597      102
 1440 1.00102549 2.11085474  8253791      106
 1450 1.00101855 2.11045446  8261516      104
 1460 1.00101507 2.11010801  8259300      101
 1470 1.00100701 2.11108759  8257920      106
 1480 1.00100135 2.11098972  8259367      105
 1490 1.00099899 2.11116139  8257912      102
 1500 1.00099520 2.11105519  8258983      101
 1510 1.00099046 2.11114730  8256858      104
 1520 1.00098684 2.11027031  8254320      104
 1530 1.00098425 2.10987403  8256384      105
 1540 1.00097805 2.10953944  8256937      101
 1550 1.00097290 2.10830001  8259404      109
 1560 1.00096827 2.10868731  8254994      102
 1570 1.00096484 2.10897727  8257169      106
 1580 1.00096177 2.10953170  8258533      108
 1590 1.00095667 2.10948385  8257578      104
 1600 1.00095319 2.10965918  8255198      105
 1610 1.00094683 2.10955622  8257359      101
 1620 1.00094284 2.10912261  8257692      107
 1630 1.00093914 2.10932137  8259616      111
 1640 1.00093341 2.11053877  8257074      106
 1650 1.00093042 2.11008062  8254646      105
 1660 1.00092735 2.11048084  8260299      107
 1670 1.00092287 2.11052907  8254183      105
 1680 1.00091958 2.11059659  8258165      101
 1690 1.00091728 2.11147339  8260171      104
 1700 1.00091247 2.11250856  8254706      104
 1710 1.00091123 2.11198994  8257314      103
 1720 1.00090791 2.11291199  8256096      109
 1730 1.00090509 2.11349050  8254966      104
 1740 1.00090489 2.11293383  8255770      103
 1750 1.00090600 2.11199630  8259064      105
 1760 1.00090216 2.11172881  8256827      103
 1770 1.00089718 2.11245620  8255924      105
 1780 1.00089567 2.11266509  8257264      107
 1790 1.00089268 2.11231818  8255931      104
 1800 1.00088861 2.11225529  8259072      102
 1810 1.00088492 2.11319972  8259066      106
 1820 1.00088181 2.11331912  8256282      104
 1830 1.00087787 2.11300357  8256953      102
 1840 1.00087440 2.11213125  8256000      109
 1850 1.00087043 2.11289534  8255958      104
 1860 1.00086720 2.11306535  8259046      103
 1870 1.00086465 2.11319025  8257675      102
 1880 1.00086101 2.11337262  8258003      104
 1890 1.00085709 2.11288845  8257596      109
 1900 1.00085305 2.11296299  8258103      105
 1910 1.00085068 2.11288349  8260623      116
 1920 1.00084781 2.11237392  8256081      104
 1930 1.00084518 2.11211410  8254723      103
 1940 1.00084134 2.11205430  8256854      104
 1950 1.00083985 2.11249627  8261524      106
 1960 1.00083837 2.11225119  8256525      103
 1970 1.00083467 2.11202689  8261460      105
 1980 1.00083379 2.11210222  8257502      106
 1990 1.00082985 2.11195000  8257103      104
