#cycle        mu      sigmatransactionsmax interactions
 1740 1.00112805 21.91818003  8606516       40
 1750 1.00112423 21.91154884  8532630       43
 1760 1.00112128 21.91624746  8551585       39
 1770 1.00112082 21.90979144  8495155       41
 1780 1.00111798 21.91069195  8562294       39
 1790 1.00111545 21.91551785  8511422       40
 1800 1.00111292 21.92613134  8563816       39
 1810 1.00110920 21.91844352  8507201       39
 1820 1.00110643 21.92251728  8484927       38
 1830 1.00110325 21.90890677  8474410       41
 1840 1.00110008 21.92513884  8567521       41
 1850 1.00109646 21.91497348  8489029       40
 1860 1.00109487 21.90943823  8507098       42
 1870 1.00109163 21.91179582  8492096       40
 1880 1.00108960 21.91229502  8501161       39
 1890 1.00108698 21.92025242  8576238       40
 1900 1.00108442 21.91769308  8504594       40
 1910 1.00108181 21.91076943  8487372       38
 1920 1.00107953 21.90746482  8542568       41
 1930 1.00107710 21.89459973  8509909       41
 1940 1.00107304 21.88371810  8576100       41
 1950 1.00107110 21.88082711  8586421       38
 1960 1.00106875 21.87640225  8515142       40
 1970 1.00106589 21.88704738  8524023       41
 1980 1.00106323 21.89142194  8521277       40
 1990 1.00106098 21.88242101  8494574       39
