#cycle        mu      sigmatransactionsmax interactions
 1360 1.00073949 0.48518702  8899846      112
 1370 1.00073263 0.48519506  8896999      114
 1380 1.00072703 0.48528048  8894507      111
 1390 1.00072338 0.48534084  8896755      117
 1400 1.00071679 0.48544818  8895742      108
 1410 1.00071007 0.48537105  8895194      115
 1420 1.00070486 0.48534942  8893302      109
 1430 1.00070049 0.48531797  8893784      110
 1440 1.00069715 0.48537652  8899473      113
 1450 1.00069297 0.48532716  8898377      111
 1460 1.00068658 0.48521869  8898547      114
 1470 1.00068000 0.48533392  8892996      109
 1480 1.00067514 0.48525391  8894937      111
 1490 1.00066946 0.48519950  8894447      110
 1500 1.00066633 0.48525563  8894463      108
 1510 1.00066113 0.48531509  8897042      114
 1520 1.00065645 0.48531409  8897553      116
 1530 1.00065190 0.48529364  8892633      109
 1540 1.00064799 0.48548411  8895308      112
 1550 1.00064490 0.48539589  8894518      109
 1560 1.00064000 0.48533939  8894425      112
 1570 1.00063873 0.48527407  8890542      108
 1580 1.00063500 0.48527114  8895115      116
 1590 1.00063050 0.48532310  8897754      111
 1600 1.00062750 0.48528872  8896453      110
 1610 1.00062360 0.48533629  8894666      111
 1620 1.00061957 0.48530476  8899706      112
 1630 1.00061558 0.48528681  8896106      110
 1640 1.00061220 0.48523359  8895519      109
 1650 1.00061036 0.48517005  8898164      114
 1660 1.00060500 0.48512291  8894048      109
 1670 1.00059910 0.48504232  8896766      107
 1680 1.00059679 0.48491834  8895513      112
 1690 1.00058994 0.48490222  8895876      110
 1700 1.00058700 0.48474282  8898582      112
 1710 1.00058310 0.48472703  8892596      111
 1720 1.00058105 0.48467331  8895948      109
 1730 1.00057653 0.48473339  8894801      110
 1740 1.00057379 0.48468605  8896533      115
 1750 1.00057011 0.48468760  8895395      111
 1760 1.00056744 0.48470998  8894852      117
 1770 1.00056401 0.48470889  8894101      110
 1780 1.00055921 0.48465041  8896143      111
 1790 1.00055458 0.48452537  8896707      111
 1800 1.00055200 0.48452258  8898269      108
 1810 1.00054967 0.48465400  8898688      113
 1820 1.00054720 0.48477059  8895237      107
 1830 1.00054350 0.48481725  8895255      110
 1840 1.00053967 0.48478565  8895779      110
 1850 1.00053730 0.48473715  8893189      107
 1860 1.00053522 0.48457778  8897167      115
 1870 1.00053187 0.48469031  8895039      112
 1880 1.00052739 0.48459803  8899566      110
 1890 1.00052291 0.48463830  8892501      108
 1900 1.00052042 0.48474093  8896369      109
 1910 1.00051827 0.48487278  8899673      109
 1920 1.00051349 0.48493659  8894312      111
 1930 1.00051062 0.48490187  8897810      111
 1940 1.00050840 0.48492163  8895442      115
 1950 1.00050605 0.48493501  8896165      109
 1960 1.00050367 0.48489294  8900148      109
 1970 1.00050157 0.48492602  8895981      110
 1980 1.00049919 0.48480756  8898744      114
 1990 1.00049593 0.48463040  8898868      115
