#cycle        mu      sigmatransactionsmax interactions
  590 1.00191585 0.99960866  9903530       45
  600 1.00188325 1.00005601  9903832       43
  610 1.00185992 1.00019820  9903286       43
  620 1.00183452 1.00091764  9903407       44
  630 1.00180635 1.00062440  9903221       45
  640 1.00178016 1.00068304  9903014       44
  650 1.00175500 1.00095711  9903763       46
  660 1.00172773 1.00069444  9902865       43
  670 1.00170201 1.00104760  9903301       43
  680 1.00168235 1.00109443  9903652       44
  690 1.00165746 1.00103619  9903597       47
  700 1.00163929 1.00143950  9903609       46
  710 1.00161789 1.00143540  9902972       43
  720 1.00159750 1.00153359  9904242       47
  730 1.00157890 1.00189929  9902928       42
  740 1.00156291 1.00166842  9903744       43
  750 1.00154347 1.00137566  9903134       45
  760 1.00152447 1.00145584  9903980       44
  770 1.00150942 1.00091107  9903468       43
  780 1.00149199 1.00117312  9903082       44
  790 1.00147538 1.00078487  9903712       44
  800 1.00145931 1.00071924  9903797       44
  810 1.00144636 1.00064050  9903194       47
  820 1.00143323 1.00056760  9903888       44
  830 1.00142060 1.00057041  9903893       46
  840 1.00140589 1.00072058  9903210       44
  850 1.00139147 1.00089349  9903618       44
  860 1.00138116 1.00099128  9902854       42
  870 1.00136718 1.00113992  9903411       45
  880 1.00135188 1.00129844  9903181       43
  890 1.00134039 1.00129652  9903946       43
  900 1.00132867 1.00110000  9903630       43
  910 1.00131709 1.00113162  9903508       43
  920 1.00130554 1.00080463  9903479       45
  930 1.00129452 1.00090367  9903664       50
  940 1.00128277 1.00096239  9903956       44
  950 1.00127084 1.00094241  9903344       43
  960 1.00125557 1.00085104  9903254       45
  970 1.00124546 1.00101993  9902969       42
  980 1.00123474 1.00096971  9903227       46
  990 1.00122404 1.00104325  9903547       43
 1000 1.00121385 1.00106493  9903263       43
 1010 1.00120554 1.00130125  9903562       45
 1020 1.00119608 1.00128400  9903318       42
 1030 1.00118655 1.00109190  9903606       46
 1040 1.00117692 1.00094413  9903473       47
 1050 1.00116938 1.00081722  9903441       43
 1060 1.00116024 1.00075855  9903863       45
 1070 1.00115257 1.00060208  9902761       43
 1080 1.00114329 1.00059818  9904947       43
 1090 1.00113404 1.00073598  9903695       44
 1100 1.00112577 1.00121001  9903161       43
 1110 1.00111928 1.00123517  9903834       43
 1120 1.00111179 1.00128937  9903802       46
 1130 1.00110429 1.00118601  9903372       45
 1140 1.00109671 1.00116104  9903575       47
 1150 1.00108796 1.00140040  9902998       43
 1160 1.00108052 1.00124638  9903620       45
 1170 1.00107329 1.00135710  9903209       43
 1180 1.00106568 1.00136906  9903787       43
 1190 1.00105861 1.00102798  9902986       46
 1200 1.00104975 1.00108332  9903749       44
 1210 1.00104289 1.00121116  9903896       46
 1220 1.00103504 1.00114488  9903664       46
 1230 1.00102756 1.00134077  9903575       44
 1240 1.00102024 1.00130691  9904114       44
 1250 1.00101252 1.00142921  9903022       42
 1260 1.00100603 1.00117818  9903337       44
 1270 1.00099890 1.00101628  9902850       45
 1280 1.00099176 1.00100420  9903263       44
 1290 1.00098484 1.00087810  9903210       46
 1300 1.00097685 1.00069433  9903357       46
 1310 1.00097023 1.00075199  9903429       43
 1320 1.00096364 1.00058039  9903625       42
 1330 1.00096049 1.00093498  9903250       44
 1340 1.00095418 1.00102924  9903633       43
 1350 1.00094785 1.00103176  9903586       44
 1360 1.00094224 1.00077156  9903922       47
 1370 1.00093704 1.00080431  9903333       44
 1380 1.00093094 1.00083862  9903599       44
 1390 1.00092676 1.00097793  9903344       43
 1400 1.00092021 1.00105944  9903524       45
 1410 1.00091532 1.00115816  9903474       44
 1420 1.00090954 1.00123009  9903276       42
 1430 1.00090406 1.00091882  9903962       48
 1440 1.00089819 1.00105676  9903976       43
 1450 1.00089166 1.00134962  9903384       43
 1460 1.00088610 1.00142229  9903523       43
 1470 1.00088259 1.00141493  9903249       43
 1480 1.00087652 1.00143501  9903307       45
 1490 1.00086889 1.00149505  9903465       43
 1500 1.00086430 1.00166381  9903013       42
 1510 1.00086113 1.00179073  9903179       45
 1520 1.00085632 1.00182959  9903789       43
 1530 1.00085203 1.00193060  9903962       43
 1540 1.00084903 1.00180297  9903274       44
 1550 1.00084500 1.00163877  9903155       44
 1560 1.00084221 1.00147217  9903486       44
 1570 1.00083809 1.00147520  9904120       45
 1580 1.00083297 1.00145890  9903385       44
 1590 1.00083063 1.00173246  9902815       43
 1600 1.00082650 1.00168510  9903454       42
 1610 1.00082370 1.00175298  9903335       42
 1620 1.00081985 1.00160081  9903910       43
 1630 1.00081699 1.00164593  9903697       45
 1640 1.00081473 1.00174751  9903343       44
 1650 1.00081021 1.00165802  9903788       46
 1660 1.00080681 1.00175664  9903774       43
 1670 1.00080317 1.00170715  9903518       42
 1680 1.00080018 1.00141839  9902506       44
 1690 1.00079621 1.00151130  9903769       44
 1700 1.00079279 1.00133668  9903513       42
 1710 1.00078909 1.00148071  9903099       44
 1720 1.00078552 1.00145594  9903527       44
 1730 1.00078275 1.00158626  9903924       43
 1740 1.00077908 1.00160033  9902440       45
 1750 1.00077551 1.00156068  9903858       43
 1760 1.00077199 1.00143014  9903215       44
 1770 1.00076777 1.00130714  9903841       43
 1780 1.00076461 1.00100638  9903411       43
 1790 1.00076151 1.00102109  9903485       44
 1800 1.00075739 1.00103466  9902959       44
 1810 1.00075533 1.00080345  9903638       42
 1820 1.00075192 1.00088457  9903239       45
 1830 1.00074806 1.00103557  9903353       43
 1840 1.00074484 1.00098094  9903414       44
 1850 1.00074168 1.00098314  9903865       45
 1860 1.00073925 1.00095410  9903478       43
 1870 1.00073612 1.00086149  9904059       45
 1880 1.00073407 1.00076500  9903983       47
 1890 1.00073130 1.00079076  9903762       42
 1900 1.00072779 1.00075607  9903724       42
 1910 1.00072563 1.00082655  9903078       43
 1920 1.00072216 1.00066747  9903489       49
 1930 1.00071933 1.00062198  9903310       43
 1940 1.00071616 1.00072292  9903246       44
 1950 1.00071328 1.00078032  9903450       44
 1960 1.00071094 1.00103999  9903393       44
 1970 1.00070835 1.00102376  9902974       47
 1980 1.00070533 1.00098855  9903305       47
 1990 1.00070209 1.00112921  9903606       44
