#cycle        mu      sigmatransactionsmax interactions
  580 1.00171060 0.24939772  9978598       44
  590 1.00168153 0.24941549  9978790       44
  600 1.00165675 0.24938732  9979036       47
  610 1.00162828 0.24949836  9978670       43
  620 1.00160210 0.24949633  9978736       44
  630 1.00158016 0.24952329  9979046       44
  640 1.00155250 0.24951045  9978834       43
  650 1.00152900 0.24941136  9978779       45
  660 1.00150424 0.24944688  9978698       45
  670 1.00147776 0.24944326  9978838       46
  680 1.00145684 0.24940596  9978515       46
  690 1.00143616 0.24946920  9978667       43
  700 1.00141707 0.24945819  9978943       43
  710 1.00139866 0.24940044  9978665       42
  720 1.00137778 0.24945545  9978836       43
  730 1.00135836 0.24942280  9978661       44
  740 1.00134155 0.24953244  9978759       47
  750 1.00132840 0.24952470  9978920       42
  760 1.00131592 0.24942645  9978610       42
  770 1.00130026 0.24939222  9978956       43
  780 1.00128462 0.24936322  9978730       46
  790 1.00126797 0.24938022  9979102       45
  800 1.00125575 0.24936204  9978686       45
  810 1.00123877 0.24934727  9978437       44
  820 1.00122463 0.24940953  9979014       44
  830 1.00120843 0.24952102  9979245       43
  840 1.00119393 0.24956384  9978625       43
  850 1.00118018 0.24960461  9978694       44
  860 1.00116692 0.24959257  9978758       43
  870 1.00115322 0.24962254  9978919       43
  880 1.00114028 0.24956040  9978833       46
  890 1.00112685 0.24960675  9978849       44
  900 1.00111344 0.24953773  9978637       44
  910 1.00110440 0.24963036  9978607       44
  920 1.00109239 0.24964333  9978386       45
  930 1.00107763 0.24958618  9978554       43
  940 1.00106277 0.24958400  9978890       46
  950 1.00105147 0.24960707  9978523       43
  960 1.00104219 0.24955676  9978490       45
  970 1.00103160 0.24950942  9978635       46
  980 1.00102102 0.24954590  9979057       45
  990 1.00101187 0.24957393  9978805       44
 1000 1.00100145 0.24960305  9978642       44
 1010 1.00099188 0.24951834  9978543       46
 1020 1.00098382 0.24959194  9978182       46
 1030 1.00097442 0.24956904  9978528       45
 1040 1.00096462 0.24951563  9978904       43
 1050 1.00095500 0.24958321  9978468       45
 1060 1.00094575 0.24960426  9978806       45
 1070 1.00093636 0.24960590  9978773       52
 1080 1.00092491 0.24956708  9978406       46
 1090 1.00091748 0.24960793  9978448       47
 1100 1.00090977 0.24968065  9978916       48
 1110 1.00090248 0.24971663  9978816       44
 1120 1.00089531 0.24970968  9978424       43
 1130 1.00088712 0.24969525  9978551       44
 1140 1.00087974 0.24965644  9978973       48
 1150 1.00087309 0.24965282  9978621       48
 1160 1.00086332 0.24966566  9978940       43
 1170 1.00085598 0.24965857  9978977       46
 1180 1.00084686 0.24967548  9978764       44
 1190 1.00083950 0.24965960  9978445       45
 1200 1.00083200 0.24962020  9978618       44
 1210 1.00082475 0.24957728  9978484       44
 1220 1.00081877 0.24956377  9978760       44
 1230 1.00081325 0.24955982  9978220       44
 1240 1.00080798 0.24958921  9978493       42
 1250 1.00080136 0.24955664  9978635       47
 1260 1.00079381 0.24954972  9978983       44
 1270 1.00078638 0.24957627  9978412       45
 1280 1.00078113 0.24961152  9978960       44
 1290 1.00077601 0.24962660  9978606       45
 1300 1.00077019 0.24961156  9978466       44
 1310 1.00076382 0.24963069  9978603       48
 1320 1.00075591 0.24965093  9978795       42
 1330 1.00075038 0.24966870  9978795       45
 1340 1.00074694 0.24962299  9978912       46
 1350 1.00074170 0.24960858  9978667       43
 1360 1.00073662 0.24965326  9978832       45
 1370 1.00073055 0.24964810  9978747       43
 1380 1.00072710 0.24966653  9979073       47
 1390 1.00072223 0.24964279  9978714       44
 1400 1.00071857 0.24967049  9978624       43
 1410 1.00071383 0.24970387  9978695       43
 1420 1.00070806 0.24971201  9978531       48
 1430 1.00070318 0.24976649  9978738       46
 1440 1.00069917 0.24978278  9978843       44
 1450 1.00069517 0.24980363  9978518       44
 1460 1.00069144 0.24980715  9978548       43
 1470 1.00068782 0.24977326  9978759       42
 1480 1.00068172 0.24976543  9978651       44
 1490 1.00067802 0.24976282  9978764       47
 1500 1.00067377 0.24973686  9978614       43
 1510 1.00066901 0.24970700  9978768       45
 1520 1.00066437 0.24970325  9978484       44
 1530 1.00066111 0.24970529  9978762       44
 1540 1.00065662 0.24973894  9978414       42
 1550 1.00065287 0.24979587  9978562       44
 1560 1.00064804 0.24981078  9978780       46
 1570 1.00064328 0.24981083  9978999       45
 1580 1.00063975 0.24986070  9978626       47
 1590 1.00063557 0.24985451  9978493       44
 1600 1.00063137 0.24987250  9978903       42
 1610 1.00062705 0.24987162  9978869       42
 1620 1.00062392 0.24987228  9978656       43
 1630 1.00062077 0.24985452  9978920       43
 1640 1.00061753 0.24984609  9978455       43
 1650 1.00061270 0.24982463  9978727       42
 1660 1.00060913 0.24982065  9978744       44
 1670 1.00060566 0.24983728  9978434       47
 1680 1.00060179 0.24984240  9978508       46
 1690 1.00059698 0.24985879  9978761       47
 1700 1.00059165 0.24984386  9978916       48
 1710 1.00058749 0.24986043  9978678       43
 1720 1.00058314 0.24987150  9978577       46
 1730 1.00058006 0.24987875  9978798       46
 1740 1.00057724 0.24990682  9978813       43
 1750 1.00057377 0.24991282  9978695       46
 1760 1.00056989 0.24989533  9978620       44
 1770 1.00056689 0.24988545  9978882       43
 1780 1.00056441 0.24985829  9978458       46
 1790 1.00056045 0.24986578  9978847       43
 1800 1.00055714 0.24985023  9978327       47
 1810 1.00055403 0.24981555  9978813       43
 1820 1.00055129 0.24980545  9978733       45
 1830 1.00054790 0.24982733  9978477       46
 1840 1.00054541 0.24984165  9978581       46
 1850 1.00054311 0.24984558  9978510       43
 1860 1.00053957 0.24983836  9978785       43
 1870 1.00053642 0.24982869  9978565       43
 1880 1.00053407 0.24981118  9978477       46
 1890 1.00053156 0.24982174  9978910       44
 1900 1.00052768 0.24983265  9979125       46
 1910 1.00052445 0.24984243  9978639       45
 1920 1.00052076 0.24980054  9978316       44
 1930 1.00051909 0.24980370  9978786       42
 1940 1.00051735 0.24978905  9979107       44
 1950 1.00051492 0.24977323  9978851       48
 1960 1.00051365 0.24979755  9978809       44
 1970 1.00051020 0.24982465  9978745       53
 1980 1.00050682 0.24978870  9978479       44
 1990 1.00050540 0.24975827  9978729       44
