#cycle        mu      sigmatransactionsmax interactions
  670 1.00176343 1.35803563  8986741      112
  680 1.00173618 1.35741532  8989877      110
  690 1.00171841 1.35772208  8989693      114
  700 1.00169729 1.35699384  8989134      111
  710 1.00167634 1.35649735  8988549      111
  720 1.00165542 1.35648460  8988276      111
  730 1.00163507 1.35599653  8988056      119
  740 1.00161149 1.35558059  8989112      114
  750 1.00159640 1.35600662  8987548      109
  760 1.00157658 1.35563949  8987730      110
  770 1.00156052 1.35633531  8987867      119
  780 1.00154385 1.35678916  8987915      118
  790 1.00152595 1.35642579  8988709      112
  800 1.00151075 1.35677286  8987874      112
  810 1.00149877 1.35640334  8986413      109
  820 1.00148805 1.35518429  8987719      109
  830 1.00147048 1.35586724  8987880      111
  840 1.00145167 1.35558429  8989194      113
  850 1.00143588 1.35686781  8989357      118
  860 1.00141953 1.35687920  8987797      112
  870 1.00140770 1.35744237  8989610      116
  880 1.00139557 1.35687392  8990062      112
  890 1.00138562 1.35644867  8984938      111
  900 1.00137233 1.35572219  8986742      113
  910 1.00135824 1.35622411  8988539      113
  920 1.00134793 1.35617995  8989292      117
  930 1.00133710 1.35564300  8987731      111
  940 1.00132489 1.35608179  8989558      114
  950 1.00131095 1.35707529  8989371      109
  960 1.00130177 1.35748847  8988111      112
  970 1.00129526 1.35729137  8988628      109
  980 1.00128663 1.35782047  8990304      112
  990 1.00127556 1.35761890  8988353      108
 1000 1.00126680 1.35750691  8987161      113
 1010 1.00125406 1.35751946  8988463      114
 1020 1.00124137 1.35903909  8987628      108
 1030 1.00123165 1.35885786  8986979      109
 1040 1.00122106 1.35945337  8987880      110
 1050 1.00121029 1.35980260  8987038      111
 1060 1.00120132 1.35899241  8989779      113
 1070 1.00119252 1.35989722  8987875      117
 1080 1.00118083 1.36074098  8985944      112
 1090 1.00117303 1.36050239  8988328      113
 1100 1.00116291 1.36029525  8988737      113
 1110 1.00115586 1.36028825  8987744      111
 1120 1.00114830 1.36021255  8987276      112
 1130 1.00114115 1.36023899  8987416      121
 1140 1.00113570 1.36004389  8987793      111
 1150 1.00112870 1.36020344  8988739      110
 1160 1.00112052 1.35986827  8988307      109
 1170 1.00111162 1.35953720  8985903      118
 1180 1.00110432 1.35967817  8990317      111
 1190 1.00109714 1.35922549  8987401      110
 1200 1.00108842 1.35956521  8987705      116
 1210 1.00107901 1.35989499  8987131      112
 1220 1.00107156 1.35966987  8987699      109
 1230 1.00106488 1.36043628  8987478      109
 1240 1.00105605 1.36033195  8988126      112
 1250 1.00104704 1.36005057  8987642      113
 1260 1.00103810 1.36009559  8985546      111
 1270 1.00103339 1.35971142  8988404      112
 1280 1.00102711 1.35933474  8988070      112
 1290 1.00102124 1.35895016  8987098      115
 1300 1.00101569 1.35902065  8987181      113
 1310 1.00100924 1.35956324  8989730      112
 1320 1.00100447 1.35974206  8985916      112
 1330 1.00099910 1.35937367  8987133      108
 1340 1.00099306 1.35923729  8988372      112
 1350 1.00098800 1.35899434  8989672      112
 1360 1.00098309 1.35901239  8986964      110
 1370 1.00097861 1.35913172  8988153      109
 1380 1.00097348 1.35870893  8987995      112
 1390 1.00096763 1.35896841  8987431      111
 1400 1.00096014 1.35983573  8988877      114
 1410 1.00095426 1.36008931  8989558      111
 1420 1.00095021 1.36021747  8987686      120
 1430 1.00094406 1.35993788  8987697      110
 1440 1.00093910 1.36013853  8989147      111
 1450 1.00093490 1.35987383  8989277      113
 1460 1.00093158 1.35953819  8989054      108
 1470 1.00092884 1.35948862  8988865      115
 1480 1.00092622 1.35989575  8988008      115
 1490 1.00092188 1.36005620  8989516      119
 1500 1.00091773 1.35986404  8988895      112
 1510 1.00091212 1.35973878  8988012      112
 1520 1.00090803 1.35994449  8987314      113
 1530 1.00090307 1.36041483  8987779      114
 1540 1.00090026 1.36032456  8986176      112
 1550 1.00089529 1.36056999  8987687      108
 1560 1.00089256 1.36077696  8989680      112
 1570 1.00088822 1.36062945  8990825      111
 1580 1.00088487 1.36104221  8988435      115
 1590 1.00087962 1.36088829  8987290      110
 1600 1.00087387 1.36061217  8988739      113
 1610 1.00086770 1.36057442  8988706      109
 1620 1.00086241 1.36040690  8989080      111
 1630 1.00086006 1.36040661  8986893      111
 1640 1.00085787 1.36015213  8986337      113
 1650 1.00085448 1.36019782  8987727      112
 1660 1.00085133 1.35993135  8987358      109
 1670 1.00084952 1.35961663  8989552      111
 1680 1.00084458 1.35935917  8987965      112
 1690 1.00084124 1.35924523  8989123      111
 1700 1.00083671 1.35929879  8987200      110
 1710 1.00083105 1.35921183  8986525      109
 1720 1.00082866 1.35923933  8989039      112
 1730 1.00082595 1.35906260  8988230      111
 1740 1.00082080 1.35914933  8989594      110
 1750 1.00081634 1.35902667  8987273      118
 1760 1.00081301 1.35893190  8987804      110
 1770 1.00080746 1.35864354  8988009      122
 1780 1.00080556 1.35877626  8988177      110
 1790 1.00080212 1.35854419  8989342      111
 1800 1.00080050 1.35811392  8988480      116
 1810 1.00079890 1.35828923  8988958      113
 1820 1.00079577 1.35790791  8987003      113
 1830 1.00079120 1.35779501  8989917      111
 1840 1.00078745 1.35826617  8988427      113
 1850 1.00078346 1.35796996  8987025      111
 1860 1.00078022 1.35849470  8988664      112
 1870 1.00077979 1.35826383  8986567      115
 1880 1.00077718 1.35803676  8987806      115
 1890 1.00077529 1.35804920  8989099      115
 1900 1.00077305 1.35786569  8988115      108
 1910 1.00077047 1.35805407  8988811      108
 1920 1.00076547 1.35831973  8990108      112
 1930 1.00076342 1.35809632  8989675      108
 1940 1.00076000 1.35822375  8989308      113
 1950 1.00075831 1.35866469  8987871      116
 1960 1.00075577 1.35842985  8986673      118
 1970 1.00075467 1.35860516  8989881      114
 1980 1.00075217 1.35899249  8987145      115
 1990 1.00074985 1.35855855  8989026      109
