#cycle        mu      sigmatransactionsmax interactions
  540 1.00208759 1.00080321  9863451       43
  550 1.00205036 1.00077177  9864985       45
  560 1.00201482 1.00078670  9864445       43
  570 1.00198447 1.00093450  9864907       44
  580 1.00195595 1.00070819  9864494       43
  590 1.00192703 1.00072460  9864788       47
  600 1.00190250 1.00109719  9864501       44
  610 1.00187328 1.00084886  9865184       44
  620 1.00184484 1.00070083  9864533       43
  630 1.00182079 1.00052975  9864476       45
  640 1.00179523 1.00039695  9864719       45
  650 1.00177169 1.00036757  9863786       45
  660 1.00174523 1.00049069  9864563       45
  670 1.00172134 1.00041344  9864376       44
  680 1.00169728 1.00094928  9864971       45
  690 1.00167312 1.00091793  9864128       42
  700 1.00165200 1.00079271  9864971       43
  710 1.00163190 1.00097077  9863605       44
  720 1.00161167 1.00056292  9865037       42
  730 1.00159281 1.00063817  9865293       42
  740 1.00157500 1.00032148  9863910       42
  750 1.00155980 1.00068393  9864520       43
  760 1.00154237 1.00041734  9864330       44
  770 1.00152435 1.00054244  9864853       45
  780 1.00150942 1.00059832  9864037       44
  790 1.00149158 1.00086775  9864592       44
  800 1.00147425 1.00105535  9864305       44
  810 1.00146074 1.00130865  9864284       45
  820 1.00144591 1.00177453  9864408       45
  830 1.00142904 1.00142661  9864617       42
  840 1.00141429 1.00159287  9863762       44
  850 1.00140018 1.00184702  9864438       45
  860 1.00138453 1.00153584  9864189       45
  870 1.00136960 1.00134029  9865256       44
  880 1.00135670 1.00137097  9864576       44
  890 1.00134084 1.00132501  9864554       46
  900 1.00132939 1.00097970  9864739       43
  910 1.00131549 1.00118110  9864680       43
  920 1.00130255 1.00118690  9863900       44
  930 1.00128866 1.00124953  9864505       46
  940 1.00127601 1.00135197  9865068       44
  950 1.00126647 1.00106145  9864272       43
  960 1.00125297 1.00112676  9863641       44
  970 1.00124278 1.00128440  9864470       43
  980 1.00123041 1.00159707  9864525       43
  990 1.00122116 1.00151984  9864315       45
 1000 1.00121015 1.00140209  9864657       46
 1010 1.00119965 1.00152065  9865209       45
 1020 1.00118975 1.00169823  9864613       45
 1030 1.00117990 1.00148628  9865074       43
 1040 1.00116995 1.00140701  9864385       44
 1050 1.00116043 1.00151171  9863502       55
 1060 1.00115094 1.00140810  9863794       44
 1070 1.00114131 1.00150835  9864378       44
 1080 1.00113181 1.00133280  9865001       44
 1090 1.00112399 1.00101398  9864104       44
 1100 1.00111595 1.00086761  9864948       43
 1110 1.00110874 1.00084507  9864585       43
 1120 1.00109969 1.00101338  9864247       45
 1130 1.00109133 1.00080311  9863648       45
 1140 1.00108373 1.00083058  9864707       42
 1150 1.00107761 1.00091915  9865125       47
 1160 1.00107121 1.00095770  9864588       45
 1170 1.00106658 1.00099720  9864865       44
 1180 1.00105784 1.00090820  9865311       44
 1190 1.00105244 1.00088290  9864500       44
 1200 1.00104579 1.00082168  9864944       46
 1210 1.00103653 1.00074791  9864858       46
 1220 1.00102889 1.00101446  9863467       48
 1230 1.00102191 1.00115253  9863604       47
 1240 1.00101597 1.00123371  9864493       43
 1250 1.00100880 1.00132563  9864973       45
 1260 1.00100353 1.00146477  9864882       42
 1270 1.00099689 1.00158020  9864515       44
 1280 1.00099148 1.00155430  9864870       44
 1290 1.00098678 1.00162608  9864574       43
 1300 1.00097935 1.00166722  9864802       45
 1310 1.00097557 1.00171824  9865198       43
 1320 1.00096951 1.00192406  9865399       43
 1330 1.00096519 1.00183247  9864549       43
 1340 1.00095903 1.00209786  9864461       48
 1350 1.00095252 1.00195829  9864582       44
 1360 1.00094794 1.00190612  9864875       43
 1370 1.00094431 1.00185019  9865333       49
 1380 1.00093920 1.00168353  9864190       44
 1390 1.00093399 1.00125054  9863868       45
 1400 1.00092900 1.00110639  9864348       46
 1410 1.00092248 1.00091983  9863856       44
 1420 1.00091785 1.00097184  9864148       45
 1430 1.00091311 1.00083421  9864323       46
 1440 1.00090927 1.00093873  9864722       42
 1450 1.00090424 1.00106965  9864346       47
 1460 1.00089979 1.00090254  9864993       43
 1470 1.00089629 1.00056674  9864974       44
 1480 1.00089037 1.00046944  9863747       45
 1490 1.00088480 1.00058095  9864682       45
 1500 1.00088090 1.00044988  9864432       42
 1510 1.00087732 1.00056464  9864064       45
 1520 1.00087171 1.00057867  9863962       44
 1530 1.00086699 1.00062654  9863583       47
 1540 1.00086214 1.00066906  9864312       44
 1550 1.00085723 1.00078575  9864587       45
 1560 1.00085176 1.00063255  9864540       44
 1570 1.00084583 1.00070694  9864421       45
 1580 1.00084063 1.00087621  9864127       43
 1590 1.00083679 1.00058127  9863706       47
 1600 1.00083409 1.00051001  9864270       45
 1610 1.00083050 1.00045460  9864456       41
 1620 1.00082605 1.00032930  9864734       43
 1630 1.00082276 1.00023854  9864384       45
 1640 1.00081747 1.00027267  9865399       42
 1650 1.00081212 1.00005084  9864056       44
 1660 1.00080777 1.00001517  9864783       42
 1670 1.00080389 1.00000002  9864091       42
 1680 1.00079961 1.00016560  9865216       44
 1690 1.00079565 1.00017712  9864613       48
 1700 1.00079274 1.00023945  9864562       43
 1710 1.00078868 1.00030340  9864764       43
 1720 1.00078485 1.00040576  9864594       43
 1730 1.00078249 1.00042332  9864276       45
 1740 1.00077966 1.00061586  9864611       43
 1750 1.00077714 1.00052125  9865134       44
 1760 1.00077384 1.00040778  9864921       44
 1770 1.00077051 1.00039849  9863790       45
 1780 1.00076784 1.00035314  9865129       43
 1790 1.00076430 1.00039352  9864713       42
 1800 1.00075992 1.00056233  9864410       44
 1810 1.00075657 1.00052307  9864842       44
 1820 1.00075269 1.00063628  9864343       43
 1830 1.00074959 1.00077088  9864200       43
 1840 1.00074783 1.00085966  9864324       45
 1850 1.00074378 1.00075834  9865363       43
 1860 1.00074207 1.00069961  9864036       43
 1870 1.00073850 1.00079842  9864874       43
 1880 1.00073524 1.00092187  9865088       43
 1890 1.00073246 1.00088556  9864600       43
 1900 1.00072889 1.00066682  9864679       45
 1910 1.00072649 1.00079035  9864673       47
 1920 1.00072372 1.00074971  9864853       46
 1930 1.00072062 1.00069047  9864618       44
 1940 1.00071866 1.00065700  9864816       46
 1950 1.00071582 1.00070709  9865131       44
 1960 1.00071357 1.00068516  9864716       47
 1970 1.00071081 1.00064975  9864380       44
 1980 1.00070828 1.00061206  9864735       43
 1990 1.00070608 1.00044765  9865437       47
