#cycle        mu      sigmatransactionsmax interactions
  890 1.00111787 0.31486185  9501850      117
  900 1.00110733 0.31489207  9503141      122
  910 1.00109440 0.31478732  9504665      122
  920 1.00108000 0.31482659  9502014      121
  930 1.00106806 0.31481295  9504699      115
  940 1.00105840 0.31491865  9503602      115
  950 1.00104484 0.31499049  9504169      116
  960 1.00103292 0.31503075  9505302      119
  970 1.00102031 0.31506577  9504280      118
  980 1.00101133 0.31507077  9503168      119
  990 1.00100061 0.31512289  9504252      117
 1000 1.00099150 0.31514602  9504597      118
 1010 1.00098287 0.31515595  9505119      120
 1020 1.00097412 0.31525511  9503672      115
 1030 1.00096466 0.31521670  9504463      118
 1040 1.00095808 0.31522312  9504350      118
 1050 1.00095038 0.31522732  9503812      117
 1060 1.00093962 0.31519628  9504146      121
 1070 1.00093093 0.31503838  9503119      121
 1080 1.00091935 0.31499552  9505245      121
 1090 1.00090771 0.31492544  9504818      116
 1100 1.00089864 0.31494035  9504257      119
 1110 1.00089243 0.31495732  9504733      123
 1120 1.00088241 0.31502659  9505253      115
 1130 1.00087460 0.31500074  9502494      116
 1140 1.00086377 0.31498389  9502406      125
 1150 1.00085913 0.31497203  9504960      120
 1160 1.00084983 0.31502816  9504871      123
 1170 1.00084419 0.31505463  9503625      115
 1180 1.00083822 0.31506270  9504368      119
 1190 1.00083244 0.31496271  9503334      117
 1200 1.00082400 0.31493750  9504937      114
 1210 1.00081421 0.31487631  9504704      118
 1220 1.00080738 0.31481401  9502627      118
 1230 1.00080049 0.31479726  9502908      116
 1240 1.00079516 0.31485185  9504497      122
 1250 1.00078664 0.31495858  9504406      117
 1260 1.00078079 0.31500424  9503406      115
 1270 1.00077504 0.31498918  9504690      116
 1280 1.00076977 0.31493722  9504922      116
 1290 1.00076488 0.31494509  9504491      119
 1300 1.00076085 0.31507002  9504287      117
 1310 1.00075389 0.31508773  9502620      115
 1320 1.00074682 0.31501245  9504906      115
 1330 1.00074120 0.31498423  9503178      117
 1340 1.00073485 0.31507975  9504254      116
 1350 1.00072933 0.31516890  9503833      117
 1360 1.00072338 0.31513855  9504885      119
 1370 1.00071964 0.31511606  9504011      119
 1380 1.00071565 0.31510653  9504487      119
 1390 1.00071230 0.31520148  9505984      118
 1400 1.00070736 0.31515829  9504001      115
 1410 1.00070291 0.31510232  9503697      115
 1420 1.00069824 0.31510110  9504856      117
 1430 1.00069217 0.31509429  9503742      117
 1440 1.00068750 0.31510524  9503594      116
 1450 1.00068386 0.31508020  9503876      119
 1460 1.00068021 0.31506121  9501167      119
 1470 1.00067476 0.31511753  9505103      120
 1480 1.00066905 0.31504649  9504406      120
 1490 1.00066322 0.31506375  9503848      118
 1500 1.00065973 0.31504263  9503459      119
 1510 1.00065490 0.31492808  9503106      117
 1520 1.00065099 0.31490066  9505447      116
 1530 1.00064438 0.31498667  9504189      116
 1540 1.00064019 0.31496789  9503503      121
 1550 1.00063471 0.31500719  9502501      118
 1560 1.00063071 0.31503243  9503255      120
 1570 1.00062739 0.31510789  9504087      116
 1580 1.00062487 0.31506706  9505130      123
 1590 1.00062138 0.31496484  9503671      119
 1600 1.00061825 0.31500017  9503676      120
 1610 1.00061484 0.31502956  9503642      119
 1620 1.00061049 0.31507215  9505224      112
 1630 1.00060816 0.31508855  9504104      119
 1640 1.00060427 0.31509767  9503605      119
 1650 1.00060018 0.31507564  9503828      119
 1660 1.00059331 0.31509959  9502387      116
 1670 1.00058766 0.31507327  9503692      119
 1680 1.00058375 0.31503410  9504291      115
 1690 1.00057941 0.31495260  9502353      116
 1700 1.00057347 0.31493578  9504232      114
 1710 1.00056982 0.31494856  9504568      116
 1720 1.00056453 0.31497778  9503968      117
 1730 1.00056133 0.31499565  9504882      117
 1740 1.00055879 0.31498292  9502397      116
 1750 1.00055543 0.31500051  9504059      115
 1760 1.00055381 0.31499763  9503547      114
 1770 1.00054960 0.31504329  9503053      114
 1780 1.00054646 0.31500081  9505413      118
 1790 1.00054330 0.31504794  9503365      121
 1800 1.00053800 0.31502837  9503605      115
 1810 1.00053613 0.31501387  9505537      121
 1820 1.00053209 0.31499714  9504286      116
 1830 1.00052995 0.31499431  9503106      120
 1840 1.00052630 0.31502564  9505283      123
 1850 1.00052508 0.31504829  9505401      118
 1860 1.00052199 0.31508279  9504371      120
 1870 1.00051930 0.31505912  9504374      119
 1880 1.00051505 0.31511289  9504108      117
 1890 1.00051206 0.31511412  9505021      118
 1900 1.00050847 0.31513245  9505172      122
 1910 1.00050560 0.31512512  9504682      115
 1920 1.00050406 0.31512743  9503679      116
 1930 1.00050047 0.31511746  9504562      118
 1940 1.00049918 0.31512978  9503707      116
 1950 1.00049744 0.31511776  9502911      123
 1960 1.00049301 0.31511533  9502984      115
 1970 1.00048959 0.31513967  9504314      116
 1980 1.00048500 0.31513162  9505285      118
 1990 1.00048266 0.31510016  9506391      116
