#cycle        mu      sigmatransactionsmax interactions
  540 1.00209065 0.99990608  9900712       48
  550 1.00205364 0.99970655  9901011       44
  560 1.00202161 1.00038842  9901414       43
  570 1.00198605 1.00029331  9900770       47
  580 1.00195828 1.00028140  9901230       43
  590 1.00192822 1.00055254  9901161       43
  600 1.00190075 1.00009097  9901164       42
  610 1.00187000 1.00001159  9900716       43
  620 1.00184121 0.99998993  9901476       43
  630 1.00181667 0.99999295  9901738       45
  640 1.00178805 1.00067317  9901235       43
  650 1.00176531 1.00101794  9901234       46
  660 1.00174114 1.00115804  9901744       42
  670 1.00171813 1.00105553  9900912       43
  680 1.00170007 1.00083711  9901277       47
  690 1.00167551 1.00116961  9901441       42
  700 1.00165307 1.00129621  9901703       43
  710 1.00163183 1.00140324  9900801       42
  720 1.00161167 1.00135551  9901613       43
  730 1.00159130 1.00159660  9900350       43
  740 1.00156973 1.00109407  9901230       43
  750 1.00155527 1.00101713  9900811       44
  760 1.00153961 1.00105885  9900521       45
  770 1.00152143 1.00100827  9901316       44
  780 1.00150160 1.00057521  9901257       43
  790 1.00148456 1.00046972  9901016       47
  800 1.00146731 1.00051851  9900760       44
  810 1.00144969 1.00088918  9901260       44
  820 1.00143488 1.00104568  9900844       43
  830 1.00142169 1.00153870  9900618       44
  840 1.00140768 1.00160144  9901026       47
  850 1.00139212 1.00177023  9901761       43
  860 1.00137994 1.00161851  9902276       46
  870 1.00136626 1.00135978  9900847       43
  880 1.00135051 1.00136261  9901247       45
  890 1.00133680 1.00094847  9900798       42
  900 1.00132622 1.00088851  9901076       43
  910 1.00131407 1.00071821  9901460       43
  920 1.00130255 1.00069069  9900587       44
  930 1.00128984 1.00035570  9901013       43
  940 1.00127851 1.00049354  9900769       43
  950 1.00126668 1.00055899  9900985       45
  960 1.00125531 1.00072780  9901333       43
  970 1.00124345 1.00069786  9900646       42
  980 1.00123168 1.00087660  9901353       45
  990 1.00122510 1.00152593  9901000       42
 1000 1.00121385 1.00161615  9901739       45
 1010 1.00120361 1.00117174  9901648       46
 1020 1.00119422 1.00130322  9901013       43
 1030 1.00118345 1.00114738  9901004       43
 1040 1.00117101 1.00113546  9901227       50
 1050 1.00116343 1.00097132  9900317       48
 1060 1.00115425 1.00113316  9900488       44
 1070 1.00114458 1.00117825  9901237       44
 1080 1.00113477 1.00107629  9900998       44
 1090 1.00112656 1.00084889  9901260       45
 1100 1.00111859 1.00094482  9900648       45
 1110 1.00110883 1.00065778  9900582       45
 1120 1.00109982 1.00051325  9901316       44
 1130 1.00109248 1.00040740  9900604       44
 1140 1.00108386 1.00038205  9901545       43
 1150 1.00107443 1.00017855  9901331       43
 1160 1.00106638 1.00000751  9900917       49
 1170 1.00105769 1.00030912  9901551       45
 1180 1.00104873 1.00029740  9900700       43
 1190 1.00104311 1.00028221  9900865       45
 1200 1.00103588 1.00017302  9901623       44
 1210 1.00102967 0.99994872  9901611       45
 1220 1.00102336 0.99999572  9900786       46
 1230 1.00101736 0.99995246  9900707       46
 1240 1.00101363 0.99998056  9901106       43
 1250 1.00100444 1.00000430  9901036       45
 1260 1.00100012 1.00007950  9901394       44
 1270 1.00099480 0.99987586  9901295       43
 1280 1.00098918 0.99997484  9901399       47
 1290 1.00098353 1.00007471  9901012       44
 1300 1.00097831 1.00032104  9901186       46
 1310 1.00097233 1.00078081  9901554       48
 1320 1.00096697 1.00082590  9900216       44
 1330 1.00096105 1.00084736  9901528       46
 1340 1.00095481 1.00091387  9900922       46
 1350 1.00094874 1.00089324  9900481       43
 1360 1.00094217 1.00080993  9900625       42
 1370 1.00093777 1.00058658  9900945       42
 1380 1.00093272 1.00044139  9901140       43
 1390 1.00092665 1.00060716  9900839       45
 1400 1.00092229 1.00058430  9900945       46
 1410 1.00091514 1.00052580  9901054       43
 1420 1.00091049 1.00066419  9900788       43
 1430 1.00090493 1.00051924  9901158       46
 1440 1.00089976 1.00015471  9901114       45
 1450 1.00089431 1.00016636  9901107       42
 1460 1.00088877 1.00011104  9900700       43
 1470 1.00088415 0.99998383  9901331       43
 1480 1.00088149 1.00002991  9901176       45
 1490 1.00087782 0.99991948  9900952       44
 1500 1.00087197 1.00006814  9901016       46
 1510 1.00086699 0.99993397  9901159       42
 1520 1.00086164 0.99965508  9901062       42
 1530 1.00085944 0.99992141  9900916       45
 1540 1.00085614 1.00021734  9900844       48
 1550 1.00085252 1.00006609  9900665       46
 1560 1.00084779 1.00008815  9900896       44
 1570 1.00084395 1.00006031  9901919       45
 1580 1.00084082 1.00008473  9901837       43
 1590 1.00083682 1.00019543  9901389       46
 1600 1.00083450 1.00050450  9901488       44
 1610 1.00082904 1.00048683  9900848       46
 1620 1.00082509 1.00044889  9900529       44
 1630 1.00082077 1.00042438  9900890       42
 1640 1.00081784 1.00055183  9900816       44
 1650 1.00081439 1.00052517  9901343       46
 1660 1.00081048 1.00060328  9900735       43
 1670 1.00080707 1.00055279  9900906       46
 1680 1.00080369 1.00035920  9900844       43
 1690 1.00080136 1.00036511  9900373       46
 1700 1.00079847 1.00034512  9901543       44
 1710 1.00079544 1.00035410  9901037       43
 1720 1.00079198 1.00034001  9901525       44
 1730 1.00078861 1.00043102  9901402       43
 1740 1.00078580 1.00064713  9901362       46
 1750 1.00078217 1.00050508  9900972       44
 1760 1.00077963 1.00033992  9900780       45
 1770 1.00077689 1.00025001  9901647       47
 1780 1.00077351 1.00027396  9901989       46
 1790 1.00077173 1.00040648  9901077       44
 1800 1.00076919 1.00045889  9901446       44
 1810 1.00076646 1.00057101  9901552       45
 1820 1.00076324 1.00039598  9900945       43
 1830 1.00076005 1.00029568  9901039       43
 1840 1.00075840 1.00030092  9901303       43
 1850 1.00075541 1.00036088  9900623       46
 1860 1.00075065 1.00041153  9901471       45
 1870 1.00074920 1.00040378  9900885       44
 1880 1.00074529 1.00036485  9900768       43
 1890 1.00074198 1.00049907  9901077       43
 1900 1.00073926 1.00047465  9901688       44
 1910 1.00073636 1.00056493  9901434       42
 1920 1.00073424 1.00045397  9901628       45
 1930 1.00073140 1.00034988  9901091       45
 1940 1.00072871 1.00030284  9900607       47
 1950 1.00072646 1.00026843  9901436       45
 1960 1.00072469 1.00016312  9900709       43
 1970 1.00072325 1.00007937  9900870       47
 1980 1.00071952 0.99990742  9901265       43
 1990 1.00071590 0.99994191  9901044       42
