#cycle        mu      sigmatransactionsmax interactions
  790 1.00146532 0.99628133  9844270       42
  800 1.00144769 0.99632607  9843826       45
  810 1.00143043 0.99638610  9843435       46
  820 1.00141366 0.99618043  9846252       44
  830 1.00139898 0.99610278  9849211       44
  840 1.00138202 0.99613873  9842619       45
  850 1.00137053 0.99629682  9844193       44
  860 1.00135744 0.99628697  9843257       46
  870 1.00134207 0.99631133  9845689       45
  880 1.00133188 0.99652757  9846558       46
  890 1.00131983 0.99682521  9847850       44
  900 1.00130761 0.99664517  9850281       44
  910 1.00129291 0.99692139  9843260       46
  920 1.00128092 0.99677117  9842260       46
  930 1.00126919 0.99723172  9844909       44
  940 1.00125713 0.99741855  9846339       42
  950 1.00124558 0.99742186  9847023       46
  960 1.00123318 0.99761242  9845671       44
  970 1.00122093 0.99762275  9844135       46
  980 1.00121077 0.99790361  9845939       43
  990 1.00119975 0.99790114  9844475       42
 1000 1.00118815 0.99770115  9847638       43
 1010 1.00117876 0.99770369  9844994       47
 1020 1.00117103 0.99759325  9844399       44
 1030 1.00116155 0.99758753  9844119       42
 1040 1.00114995 0.99773483  9848072       44
 1050 1.00113943 0.99806034  9842591       45
 1060 1.00113024 0.99788263  9847642       42
 1070 1.00112023 0.99815702  9845686       45
 1080 1.00111051 0.99796722  9843688       43
 1090 1.00110298 0.99787897  9846876       43
 1100 1.00109491 0.99781996  9842867       43
 1110 1.00108865 0.99811400  9843914       43
 1120 1.00108290 0.99813624  9844960       47
 1130 1.00107717 0.99826132  9845845       42
 1140 1.00106925 0.99846633  9845762       43
 1150 1.00106278 0.99877036  9848964       43
 1160 1.00105578 0.99840267  9843718       43
 1170 1.00104662 0.99835053  9843028       44
 1180 1.00103780 0.99844492  9846626       45
 1190 1.00103147 0.99816338  9844095       43
 1200 1.00102075 0.99832561  9847021       43
 1210 1.00101550 0.99817893  9847302       42
 1220 1.00100775 0.99820060  9849201       43
 1230 1.00100081 0.99829584  9843548       45
 1240 1.00099484 0.99852198  9847255       43
 1250 1.00098788 0.99862566  9847423       42
 1260 1.00098266 0.99860626  9842108       45
 1270 1.00097559 0.99865707  9844174       45
 1280 1.00096898 0.99861456  9845625       45
 1290 1.00096264 0.99883506  9846308       43
 1300 1.00095700 0.99902376  9845819       45
 1310 1.00095088 0.99879399  9842801       43
 1320 1.00094485 0.99887906  9847060       43
 1330 1.00094038 0.99899923  9846471       43
 1340 1.00093541 0.99896535  9845525       46
 1350 1.00092874 0.99889053  9853204       43
 1360 1.00092279 0.99902161  9845554       44
 1370 1.00091631 0.99906823  9848047       44
 1380 1.00090996 0.99924468  9844098       42
 1390 1.00090396 0.99924409  9849494       44
 1400 1.00089754 0.99922411  9847142       44
 1410 1.00089443 0.99908337  9848403       43
 1420 1.00089011 0.99893336  9843074       45
 1430 1.00088500 0.99894091  9844261       46
 1440 1.00087951 0.99895670  9845214       44
 1450 1.00087676 0.99876219  9847038       43
 1460 1.00087212 0.99872695  9848104       44
 1470 1.00086861 0.99839281  9846525       43
 1480 1.00086500 0.99833796  9841968       45
 1490 1.00085943 0.99836702  9846691       42
 1500 1.00085443 0.99820674  9848124       44
 1510 1.00084831 0.99830865  9844318       43
 1520 1.00084375 0.99818525  9844654       45
 1530 1.00083993 0.99811261  9845067       44
 1540 1.00083549 0.99812745  9843613       44
 1550 1.00083226 0.99797913  9845677       44
 1560 1.00082747 0.99799761  9845036       45
 1570 1.00082395 0.99789473  9846399       43
 1580 1.00081886 0.99803422  9846461       44
 1590 1.00081509 0.99797534  9842697       43
 1600 1.00080834 0.99785701  9852595       44
 1610 1.00080401 0.99782493  9846011       43
 1620 1.00079972 0.99777059  9845666       44
 1630 1.00079506 0.99769111  9848045       44
 1640 1.00079146 0.99767922  9844811       46
 1650 1.00078830 0.99749112  9846397       48
 1660 1.00078497 0.99725770  9845175       45
 1670 1.00078192 0.99716013  9844398       45
 1680 1.00077702 0.99719908  9843699       46
 1690 1.00077367 0.99740095  9848920       43
 1700 1.00077000 0.99743414  9846013       43
 1710 1.00076830 0.99741663  9845856       42
 1720 1.00076503 0.99755923  9848947       42
 1730 1.00076335 0.99773489  9844865       44
 1740 1.00076095 0.99778520  9843891       44
 1750 1.00075763 0.99786242  9844842       46
 1760 1.00075358 0.99770707  9846166       43
 1770 1.00075068 0.99776370  9845756       44
 1780 1.00074770 0.99783694  9846719       42
 1790 1.00074662 0.99779383  9844678       47
 1800 1.00074322 0.99773784  9843904       43
 1810 1.00074086 0.99777775  9849465       44
 1820 1.00073766 0.99763954  9847161       45
 1830 1.00073445 0.99758671  9845310       47
 1840 1.00073168 0.99751154  9844822       44
 1850 1.00072914 0.99746554  9844125       47
 1860 1.00072573 0.99754999  9846329       42
 1870 1.00072259 0.99763986  9843026       42
 1880 1.00072024 0.99770439  9844841       45
 1890 1.00071839 0.99780810  9846359       43
 1900 1.00071471 0.99796395  9845843       44
 1910 1.00071288 0.99789293  9850129       44
 1920 1.00070971 0.99786327  9842694       47
 1930 1.00070811 0.99788120  9844754       44
 1940 1.00070549 0.99816846  9843718       44
 1950 1.00070221 0.99830406  9847880       47
 1960 1.00069985 0.99834511  9845854       45
 1970 1.00069794 0.99827174  9845248       42
 1980 1.00069621 0.99826648  9845140       44
 1990 1.00069379 0.99825950  9845321       44
