#cycle        mu      sigmatransactionsmax interactions
 1030 1.00097806 0.27555266  9767936      121
 1040 1.00096740 0.27542406  9768002      121
 1050 1.00096190 0.27544168  9767939      121
 1060 1.00094991 0.27547168  9768389      117
 1070 1.00094121 0.27547748  9767434      120
 1080 1.00093324 0.27551780  9768633      125
 1090 1.00092560 0.27553276  9767317      119
 1100 1.00091364 0.27561528  9768013      115
 1110 1.00090550 0.27568102  9767776      122
 1120 1.00089777 0.27568464  9767894      120
 1130 1.00088805 0.27577449  9768947      119
 1140 1.00087711 0.27579002  9766759      120
 1150 1.00086748 0.27576696  9767554      120
 1160 1.00085629 0.27576593  9767581      121
 1170 1.00085009 0.27583454  9767656      125
 1180 1.00084161 0.27589145  9767566      120
 1190 1.00083210 0.27586784  9767706      120
 1200 1.00082600 0.27600401  9768145      120
 1210 1.00082017 0.27606410  9768868      118
 1220 1.00081230 0.27601497  9767699      118
 1230 1.00080390 0.27608617  9766951      123
 1240 1.00079565 0.27605603  9767405      121
 1250 1.00078896 0.27596442  9768422      124
 1260 1.00078254 0.27602684  9768094      120
 1270 1.00077583 0.27602863  9767657      120
 1280 1.00077023 0.27607679  9767806      120
 1290 1.00076411 0.27609635  9768040      122
 1300 1.00075800 0.27613787  9766671      119
 1310 1.00075305 0.27619744  9766661      118
 1320 1.00075053 0.27619235  9768010      125
 1330 1.00074752 0.27619579  9767178      120
 1340 1.00074179 0.27614015  9768357      118
 1350 1.00073830 0.27611604  9767374      117
 1360 1.00073265 0.27611503  9767842      121
 1370 1.00072745 0.27605386  9768262      125
 1380 1.00072297 0.27603223  9767454      117
 1390 1.00071878 0.27603766  9767423      128
 1400 1.00071186 0.27605358  9768275      119
 1410 1.00070638 0.27612346  9768914      126
 1420 1.00069965 0.27616223  9767887      128
 1430 1.00069364 0.27608127  9767893      120
 1440 1.00069014 0.27614021  9768236      118
 1450 1.00068745 0.27609557  9766687      121
 1460 1.00068288 0.27604800  9768144      119
 1470 1.00068007 0.27606637  9767342      120
 1480 1.00067230 0.27615127  9768551      120
 1490 1.00066919 0.27617496  9768678      122
 1500 1.00066460 0.27620413  9767919      122
 1510 1.00066146 0.27623719  9767358      119
 1520 1.00065868 0.27627454  9768022      115
 1530 1.00065673 0.27623947  9768531      117
 1540 1.00065156 0.27621925  9767875      131
 1550 1.00064703 0.27625136  9768588      120
 1560 1.00064365 0.27622306  9766708      116
 1570 1.00063994 0.27625646  9768223      118
 1580 1.00063525 0.27630808  9767745      120
 1590 1.00062962 0.27627521  9767907      119
 1600 1.00062856 0.27632250  9767455      122
 1610 1.00062528 0.27626053  9768943      119
 1620 1.00062043 0.27627870  9766589      126
 1630 1.00061583 0.27632926  9768161      119
 1640 1.00061287 0.27632010  9767816      117
 1650 1.00060824 0.27632535  9766839      130
 1660 1.00060392 0.27632042  9767463      120
 1670 1.00060263 0.27632987  9768255      119
 1680 1.00059881 0.27639523  9768247      123
 1690 1.00059686 0.27645186  9767345      121
 1700 1.00059371 0.27640160  9767645      121
 1710 1.00058988 0.27635492  9769216      121
 1720 1.00058581 0.27630615  9768035      118
 1730 1.00058191 0.27628788  9768470      120
 1740 1.00057833 0.27629221  9767545      120
 1750 1.00057611 0.27628224  9767593      118
 1760 1.00057278 0.27628826  9768804      117
 1770 1.00056904 0.27628876  9767458      120
 1780 1.00056511 0.27629622  9768217      117
 1790 1.00056212 0.27634484  9767903      118
 1800 1.00055911 0.27639375  9767244      118
 1810 1.00055431 0.27635686  9767365      118
 1820 1.00055214 0.27634208  9768596      122
 1830 1.00055022 0.27626703  9766370      119
 1840 1.00054908 0.27628761  9769190      120
 1850 1.00054551 0.27630304  9768447      121
 1860 1.00054387 0.27639080  9767310      117
 1870 1.00054150 0.27635713  9767722      117
 1880 1.00053840 0.27633321  9769388      120
 1890 1.00053439 0.27635602  9767712      118
 1900 1.00053221 0.27633474  9768144      118
 1910 1.00052990 0.27631853  9767552      117
 1920 1.00052687 0.27625559  9766736      123
 1930 1.00052544 0.27623529  9767326      120
 1940 1.00052325 0.27622572  9768223      117
 1950 1.00052133 0.27621871  9768028      117
 1960 1.00051888 0.27618234  9767853      117
 1970 1.00051827 0.27625215  9767180      123
 1980 1.00051591 0.27624618  9766794      119
 1990 1.00051362 0.27621786  9767322      118
