#cycle        mu      sigmatransactionsmax interactions
  630 1.00189944 2.13573637  8256244       37
  640 1.00187266 2.13509462  8257808       38
  650 1.00184931 2.13426043  8256619       39
  660 1.00182697 2.13290500  8254572       37
  670 1.00180261 2.13289271  8259083       39
  680 1.00178279 2.13285219  8257441       39
  690 1.00176043 2.13463708  8256526       41
  700 1.00173721 2.13614511  8257675       40
  710 1.00171641 2.13651562  8260434       38
  720 1.00169931 2.13722301  8258868       40
  730 1.00168062 2.13673696  8258078       38
  740 1.00165986 2.13632335  8259092       38
  750 1.00164553 2.13589567  8255083       38
  760 1.00162757 2.13423617  8259214       37
  770 1.00161052 2.13329420  8258668       39
  780 1.00159641 2.13347272  8256866       37
  790 1.00157905 2.13233284  8258053       39
  800 1.00156237 2.13248197  8257123       38
  810 1.00154463 2.13236168  8259378       39
  820 1.00153037 2.13396219  8257779       38
  830 1.00151843 2.13377664  8258156       39
  840 1.00150411 2.13454113  8258440       39
  850 1.00148818 2.13440490  8255672       37
  860 1.00147186 2.13409798  8257795       38
  870 1.00145713 2.13320337  8257195       39
  880 1.00144125 2.13293710  8259763       41
  890 1.00142916 2.13243959  8259381       39
  900 1.00141822 2.13264583  8257075       37
  910 1.00140396 2.13172524  8258978       40
  920 1.00139060 2.13201504  8259146       40
  930 1.00138124 2.13197975  8256558       39
  940 1.00136941 2.13181561  8259940       38
  950 1.00135953 2.13140030  8254962       39
  960 1.00134927 2.13167913  8258038       38
  970 1.00133629 2.13170827  8255587       39
  980 1.00132459 2.13142169  8257311       40
  990 1.00131641 2.13085707  8257896       37
 1000 1.00130640 2.13123464  8252540       40
 1010 1.00129619 2.13138909  8255022       40
 1020 1.00128657 2.13234492  8257022       39
 1030 1.00127869 2.13189509  8255351       37
 1040 1.00126966 2.13040449  8257460       41
 1050 1.00126100 2.13031490  8255962       41
 1060 1.00125108 2.12992853  8255819       37
 1070 1.00124369 2.13056871  8256483       37
 1080 1.00123333 2.12988637  8259278       38
 1090 1.00122532 2.13020625  8258837       38
 1100 1.00121591 2.13020114  8258138       42
 1110 1.00120869 2.13084203  8257827       40
 1120 1.00119830 2.13076913  8260167       39
 1130 1.00119018 2.13034362  8255389       38
 1140 1.00118202 2.13125772  8256640       39
 1150 1.00117396 2.13005966  8257363       39
 1160 1.00116603 2.13051853  8257806       38
 1170 1.00115744 2.13063933  8257803       39
 1180 1.00115004 2.13028450  8257704       38
 1190 1.00114382 2.13099806  8257789       39
 1200 1.00113729 2.13043120  8254597       38
 1210 1.00112860 2.13115780  8256888       38
 1220 1.00112197 2.13008085  8255164       38
 1230 1.00111634 2.13052017  8260134       38
 1240 1.00111056 2.12961063  8254068       37
 1250 1.00110344 2.12997797  8258877       40
 1260 1.00109829 2.12948567  8255062       39
 1270 1.00109205 2.12945364  8261456       40
 1280 1.00108762 2.12970396  8255307       39
 1290 1.00108209 2.12990533  8257508       39
 1300 1.00107700 2.13007367  8262092       41
 1310 1.00106870 2.13011888  8258572       39
 1320 1.00106027 2.13035412  8259316       37
 1330 1.00105417 2.13079023  8257889       39
 1340 1.00104843 2.13071465  8257316       39
 1350 1.00104300 2.13148575  8259007       39
 1360 1.00103779 2.13145410  8257037       39
 1370 1.00103212 2.13150997  8257134       44
 1380 1.00102797 2.13144071  8257168       39
 1390 1.00102245 2.13063713  8258928       41
 1400 1.00101654 2.13023924  8258460       42
 1410 1.00101181 2.13006984  8257870       38
 1420 1.00100704 2.12989101  8255632       39
 1430 1.00100234 2.12924625  8255217       40
 1440 1.00099781 2.12994307  8254914       38
 1450 1.00099290 2.12984743  8255695       38
 1460 1.00098753 2.12967420  8260122       38
 1470 1.00098088 2.12940421  8255559       39
 1480 1.00097591 2.12930267  8257982       38
 1490 1.00097111 2.12852929  8255788       41
 1500 1.00096543 2.12901440  8259086       39
 1510 1.00096175 2.12901012  8256733       39
 1520 1.00095572 2.12924765  8255888       38
 1530 1.00095186 2.12912295  8260360       40
 1540 1.00094808 2.12876578  8257755       41
 1550 1.00094413 2.12847132  8260880       37
 1560 1.00094208 2.12839522  8253819       44
 1570 1.00093697 2.12838758  8257167       45
 1580 1.00093218 2.12850675  8260150       38
 1590 1.00092818 2.12841081  8254758       39
 1600 1.00092253 2.12847814  8258383       39
 1610 1.00091873 2.12859465  8259966       36
 1620 1.00091670 2.12862308  8257980       40
 1630 1.00091313 2.12931648  8254585       39
 1640 1.00090912 2.12985126  8262111       39
 1650 1.00090436 2.12926894  8256310       39
 1660 1.00090033 2.12936458  8258487       38
 1670 1.00089766 2.12973414  8256446       40
 1680 1.00089521 2.12980787  8257982       37
 1690 1.00089136 2.12926580  8257789       41
 1700 1.00088738 2.12904487  8259854       38
 1710 1.00088368 2.12939203  8259727       38
 1720 1.00088029 2.12914155  8260249       42
 1730 1.00087751 2.12883817  8259853       37
 1740 1.00087443 2.12923156  8256928       43
 1750 1.00087137 2.12962691  8257739       40
 1760 1.00086778 2.12944370  8257069       40
 1770 1.00086469 2.12976940  8255200       38
 1780 1.00086188 2.12959269  8256702       42
 1790 1.00085933 2.12960497  8255596       38
 1800 1.00085789 2.12917998  8257633       38
 1810 1.00085522 2.12931963  8257952       41
 1820 1.00085140 2.12921425  8260362       41
 1830 1.00084743 2.12941666  8255173       39
 1840 1.00084478 2.12991150  8256621       39
 1850 1.00084281 2.13033788  8260388       38
 1860 1.00084027 2.13026543  8258688       39
 1870 1.00083628 2.13022713  8258091       38
 1880 1.00083306 2.13078407  8257638       39
 1890 1.00083048 2.13083795  8259802       38
 1900 1.00082876 2.13103702  8257365       39
 1910 1.00082660 2.13069571  8254265       39
 1920 1.00082401 2.13124591  8253646       38
 1930 1.00082109 2.13163821  8259869       39
 1940 1.00081912 2.13183908  8257863       40
 1950 1.00081646 2.13243051  8258286       40
 1960 1.00081247 2.13235709  8256282       40
 1970 1.00081041 2.13223530  8258825       39
 1980 1.00080886 2.13223043  8257483       39
 1990 1.00080704 2.13242067  8257381       37
