#cycle        mu      sigmatransactionsmax interactions
  600 1.00171375 0.31478554  9504338       42
  610 1.00168549 0.31485292  9502947       43
  620 1.00166153 0.31479293  9503906       41
  630 1.00163754 0.31480292  9502317       43
  640 1.00161297 0.31497276  9502319       44
  650 1.00158562 0.31488938  9502183       43
  660 1.00155955 0.31478438  9502674       44
  670 1.00154022 0.31478214  9503467       42
  680 1.00151904 0.31486521  9501863       41
  690 1.00149536 0.31488191  9502434       42
  700 1.00147279 0.31493690  9501547       40
  710 1.00145120 0.31489139  9502973       44
  720 1.00143167 0.31486982  9505906       43
  730 1.00141082 0.31476754  9503041       44
  740 1.00139223 0.31474767  9502016       42
  750 1.00137520 0.31476983  9502468       40
  760 1.00135691 0.31481274  9504432       42
  770 1.00133792 0.31489416  9502514       40
  780 1.00132301 0.31492451  9503695       44
  790 1.00130665 0.31499885  9503231       42
  800 1.00129031 0.31504072  9502189       42
  810 1.00127389 0.31501672  9502752       44
  820 1.00126055 0.31495426  9501566       46
  830 1.00124536 0.31497365  9501897       44
  840 1.00123083 0.31508906  9502826       41
  850 1.00121553 0.31504120  9502299       43
  860 1.00120070 0.31490566  9504026       42
  870 1.00118713 0.31494633  9503657       43
  880 1.00117466 0.31495167  9503490       42
  890 1.00116056 0.31498824  9502419       43
  900 1.00114778 0.31504607  9502173       41
  910 1.00113489 0.31504683  9504030       42
  920 1.00112185 0.31505834  9502531       42
  930 1.00111086 0.31504037  9503095       45
  940 1.00109989 0.31497258  9502860       43
  950 1.00108789 0.31494066  9502724       45
  960 1.00107698 0.31497499  9502074       42
  970 1.00106438 0.31496065  9502000       43
  980 1.00105449 0.31497699  9503845       42
  990 1.00104551 0.31502232  9504532       42
 1000 1.00103495 0.31503074  9503776       42
 1010 1.00102480 0.31497499  9502854       42
 1020 1.00101534 0.31499928  9501951       43
 1030 1.00100534 0.31501520  9501487       42
 1040 1.00099779 0.31500186  9502407       45
 1050 1.00098662 0.31501608  9504894       42
 1060 1.00097736 0.31505646  9501289       41
 1070 1.00096879 0.31509554  9503970       44
 1080 1.00095653 0.31508200  9504362       44
 1090 1.00095032 0.31502253  9502248       44
 1100 1.00094241 0.31500348  9504175       41
 1110 1.00093437 0.31502852  9505523       47
 1120 1.00092589 0.31499612  9502615       42
 1130 1.00091796 0.31501849  9504844       45
 1140 1.00091053 0.31505309  9503463       43
 1150 1.00090191 0.31503443  9503102       42
 1160 1.00089491 0.31507284  9502818       48
 1170 1.00088872 0.31504389  9503049       43
 1180 1.00087894 0.31502228  9504073       44
 1190 1.00087097 0.31501231  9504483       43
 1200 1.00086283 0.31499217  9503014       41
 1210 1.00085566 0.31500122  9504761       42
 1220 1.00084922 0.31498907  9501617       41
 1230 1.00084224 0.31503904  9502970       43
 1240 1.00083681 0.31509035  9503044       42
 1250 1.00083092 0.31517600  9503974       42
 1260 1.00082500 0.31521659  9503296       41
 1270 1.00081709 0.31521043  9504379       42
 1280 1.00081016 0.31526305  9504269       44
 1290 1.00080519 0.31530524  9503103       45
 1300 1.00079823 0.31532099  9503199       45
 1310 1.00079160 0.31528494  9501773       41
 1320 1.00078591 0.31519171  9501841       45
 1330 1.00077970 0.31523561  9501770       43
 1340 1.00077179 0.31516253  9502563       46
 1350 1.00076496 0.31513765  9502023       43
 1360 1.00076136 0.31512208  9501559       41
 1370 1.00075577 0.31502216  9504977       42
 1380 1.00075018 0.31505102  9505430       45
 1390 1.00074640 0.31506824  9503922       44
 1400 1.00073989 0.31504656  9503656       41
 1410 1.00073415 0.31497860  9501120       42
 1420 1.00072891 0.31496113  9502569       42
 1430 1.00072413 0.31497815  9503254       42
 1440 1.00072128 0.31493327  9503002       42
 1450 1.00071659 0.31493986  9503849       43
 1460 1.00071205 0.31490928  9503982       40
 1470 1.00070840 0.31486853  9503830       41
 1480 1.00070483 0.31488462  9504292       42
 1490 1.00069990 0.31481762  9504476       42
 1500 1.00069620 0.31481197  9503315       44
 1510 1.00068947 0.31483068  9505799       43
 1520 1.00068507 0.31490760  9503760       44
 1530 1.00068160 0.31489325  9503205       41
 1540 1.00067831 0.31489771  9502979       43
 1550 1.00067426 0.31489449  9503744       44
 1560 1.00067058 0.31489968  9502651       44
 1570 1.00066478 0.31490439  9502811       43
 1580 1.00065972 0.31490579  9506377       44
 1590 1.00065547 0.31485650  9502534       41
 1600 1.00065006 0.31487100  9502943       44
 1610 1.00064484 0.31486062  9504866       43
 1620 1.00064111 0.31483247  9503216       41
 1630 1.00063788 0.31482308  9501829       45
 1640 1.00063393 0.31481242  9503053       44
 1650 1.00063024 0.31478144  9502493       43
 1660 1.00062669 0.31479157  9502749       44
 1670 1.00062311 0.31479740  9503825       43
 1680 1.00061949 0.31481070  9503110       45
 1690 1.00061568 0.31479809  9504176       43
 1700 1.00061379 0.31483632  9503846       41
 1710 1.00061082 0.31480023  9503861       41
 1720 1.00060820 0.31478648  9503037       42
 1730 1.00060462 0.31478396  9502175       46
 1740 1.00059879 0.31478668  9503750       44
 1750 1.00059663 0.31482612  9502390       42
 1760 1.00059452 0.31481946  9504995       43
 1770 1.00059020 0.31487798  9502766       44
 1780 1.00058742 0.31488701  9502458       42
 1790 1.00058486 0.31491714  9505632       42
 1800 1.00058169 0.31491229  9503624       41
 1810 1.00057862 0.31489198  9502610       43
 1820 1.00057492 0.31483547  9502143       43
 1830 1.00057027 0.31488331  9502850       42
 1840 1.00056609 0.31490126  9502281       43
 1850 1.00056238 0.31493754  9501396       43
 1860 1.00055906 0.31491387  9502160       42
 1870 1.00055679 0.31494236  9501812       42
 1880 1.00055383 0.31493029  9503883       41
 1890 1.00055278 0.31490840  9505410       41
 1900 1.00054976 0.31497686  9501949       43
 1910 1.00054610 0.31494810  9503791       44
 1920 1.00054375 0.31492293  9501148       42
 1930 1.00054047 0.31489273  9502649       44
 1940 1.00053956 0.31490811  9503522       42
 1950 1.00053579 0.31490434  9502229       42
 1960 1.00053140 0.31490619  9504793       44
 1970 1.00052911 0.31494551  9504728       41
 1980 1.00052639 0.31494130  9501854       42
 1990 1.00052296 0.31492403  9504136       43
