#cycle        mu      sigmatransactionsmax interactions
  790 1.00151665 1.36922010  8988517       41
  800 1.00149850 1.36850507  8985486       43
  810 1.00148302 1.36806287  8985769       41
  820 1.00146835 1.36810076  8984997       41
  830 1.00145289 1.36863269  8987870       41
  840 1.00143887 1.36891661  8988518       40
  850 1.00142706 1.36907271  8988891       42
  860 1.00141180 1.36939686  8986559       42
  870 1.00139799 1.36952542  8987187       42
  880 1.00138619 1.36954845  8987459       44
  890 1.00137242 1.36952444  8986587       41
  900 1.00135961 1.36949852  8986868       42
  910 1.00134538 1.36983638  8986345       44
  920 1.00133288 1.37015869  8987909       43
  930 1.00131957 1.37121575  8988735       45
  940 1.00130862 1.37122236  8986125       41
  950 1.00129911 1.37094290  8986734       42
  960 1.00128875 1.37069433  8987860       41
  970 1.00127923 1.37093125  8986999       40
  980 1.00126653 1.37080071  8988352       42
  990 1.00125571 1.37079982  8987616       40
 1000 1.00124615 1.37121211  8988234       41
 1010 1.00123678 1.37032645  8988235       43
 1020 1.00122814 1.36959976  8987546       41
 1030 1.00121626 1.36984898  8984870       40
 1040 1.00120625 1.37034755  8988588       40
 1050 1.00119624 1.37048398  8988724       40
 1060 1.00118623 1.37012089  8986566       41
 1070 1.00117949 1.36988686  8986184       41
 1080 1.00117181 1.37010597  8986718       40
 1090 1.00116362 1.37025732  8988724       40
 1100 1.00115677 1.37039143  8987162       41
 1110 1.00114833 1.37062569  8988474       41
 1120 1.00114058 1.37036456  8988089       42
 1130 1.00113142 1.37065353  8988964       42
 1140 1.00112316 1.37050996  8987499       40
 1150 1.00111796 1.37056563  8988669       44
 1160 1.00111194 1.37017916  8986695       41
 1170 1.00110551 1.37007877  8987005       41
 1180 1.00109763 1.37033983  8987915       40
 1190 1.00108958 1.37044466  8988416       41
 1200 1.00108212 1.36985156  8988087       42
 1210 1.00107624 1.37002348  8985626       42
 1220 1.00107020 1.37018701  8988882       41
 1230 1.00106402 1.37011481  8988257       41
 1240 1.00105863 1.37034220  8987277       42
 1250 1.00105320 1.37042171  8989400       44
 1260 1.00104722 1.37009736  8989679       42
 1270 1.00104012 1.36984550  8987730       43
 1280 1.00103246 1.36970661  8988869       40
 1290 1.00102531 1.36980405  8986947       40
 1300 1.00102250 1.36960340  8989231       42
 1310 1.00101893 1.36949485  8988934       41
 1320 1.00101420 1.36958725  8988437       41
 1330 1.00100778 1.36923446  8986499       40
 1340 1.00100250 1.36894863  8987883       42
 1350 1.00099737 1.36897021  8988465       40
 1360 1.00099309 1.36861806  8986631       40
 1370 1.00098697 1.36865616  8987991       40
 1380 1.00098109 1.36854526  8986938       41
 1390 1.00097399 1.36879193  8987106       39
 1400 1.00096939 1.36842677  8989747       44
 1410 1.00096294 1.36838062  8988529       40
 1420 1.00095884 1.36806493  8988852       41
 1430 1.00095441 1.36808833  8986348       40
 1440 1.00094778 1.36782408  8987921       40
 1450 1.00094331 1.36772933  8988392       41
 1460 1.00093719 1.36812988  8988969       40
 1470 1.00093139 1.36796339  8987762       44
 1480 1.00092639 1.36799871  8987915       42
 1490 1.00092275 1.36819718  8986438       41
 1500 1.00091880 1.36832631  8987022       41
 1510 1.00091315 1.36853143  8986051       43
 1520 1.00090836 1.36866185  8986560       41
 1530 1.00090444 1.36851404  8988146       39
 1540 1.00089997 1.36861531  8987639       41
 1550 1.00089590 1.36891891  8989387       41
 1560 1.00089141 1.36892336  8987453       41
 1570 1.00088627 1.36857607  8988961       41
 1580 1.00088111 1.36882114  8986613       40
 1590 1.00087726 1.36874013  8987005       41
 1600 1.00087337 1.36852002  8986610       40
 1610 1.00086981 1.36850941  8989086       42
 1620 1.00086710 1.36876713  8986545       41
 1630 1.00086353 1.36866356  8988650       41
 1640 1.00086204 1.36876366  8987154       40
 1650 1.00086003 1.36908477  8986718       41
 1660 1.00085693 1.36884836  8987863       43
 1670 1.00085183 1.36882830  8986658       41
 1680 1.00084821 1.36871478  8986292       40
 1690 1.00084598 1.36853707  8986937       40
 1700 1.00084256 1.36843498  8989004       40
 1710 1.00083807 1.36834851  8989245       40
 1720 1.00083517 1.36800159  8987551       40
 1730 1.00083217 1.36761840  8986416       40
 1740 1.00082905 1.36741103  8988309       42
 1750 1.00082731 1.36762648  8987936       41
 1760 1.00082381 1.36751602  8987701       39
 1770 1.00082093 1.36750352  8988751       40
 1780 1.00081758 1.36761303  8988133       44
 1790 1.00081492 1.36781631  8986371       42
 1800 1.00081133 1.36756627  8986367       40
 1810 1.00080779 1.36744049  8989941       42
 1820 1.00080434 1.36747010  8986779       41
 1830 1.00080311 1.36751251  8987841       40
 1840 1.00080046 1.36749341  8988086       41
 1850 1.00079662 1.36746231  8989382       41
 1860 1.00079355 1.36744219  8987607       42
 1870 1.00079136 1.36751383  8986226       44
 1880 1.00078891 1.36769087  8987240       43
 1890 1.00078706 1.36757664  8987726       41
 1900 1.00078497 1.36777164  8985934       41
 1910 1.00078157 1.36789132  8989450       42
 1920 1.00077789 1.36777643  8987170       47
 1930 1.00077479 1.36760286  8984832       41
 1940 1.00077253 1.36744377  8985064       41
 1950 1.00077115 1.36736868  8986659       41
 1960 1.00076903 1.36735242  8987151       43
 1970 1.00076673 1.36706369  8987941       40
 1980 1.00076268 1.36686077  8988517       40
 1990 1.00076068 1.36690050  8989230       40
