#cycle        mu      sigmatransactionsmax interactions
  660 1.00192030 4.43414388  8030668      106
  670 1.00189537 4.43365939  8041722      108
  680 1.00186897 4.43434897  8032468      105
  690 1.00184928 4.43103098  8041979      101
  700 1.00182986 4.43211680  8026587      104
  710 1.00180930 4.43315458  8025263      104
  720 1.00178778 4.43466263  8032162      101
  730 1.00177110 4.43635676  8045816      103
  740 1.00175446 4.43809081  8032523      100
  750 1.00173680 4.43374719  8032982      101
  760 1.00171697 4.43862056  8034899      102
  770 1.00170104 4.43564185  8025824      104
  780 1.00167936 4.43235670  8029739      102
  790 1.00166253 4.43721110  8025905      103
  800 1.00164825 4.43621478  8031598      111
  810 1.00163074 4.43443533  8031463      104
  820 1.00161561 4.43595994  8037581      103
  830 1.00160096 4.43622870  8023315      102
  840 1.00158798 4.43298609  8029291      103
  850 1.00157059 4.43708522  8030345      101
  860 1.00156128 4.43942811  8048467      105
  870 1.00154483 4.44021594  8034571      102
  880 1.00153034 4.44005872  8028027      102
  890 1.00151506 4.44385267  8018637      101
  900 1.00150056 4.44831860  8030247      108
  910 1.00149275 4.44824248  8033632      102
  920 1.00148293 4.44566493  8027097      106
  930 1.00146968 4.44525944  8016457      106
  940 1.00146138 4.44421543  8040537      100
  950 1.00145000 4.44179846  8036575      105
  960 1.00143875 4.44207675  8036269      100
  970 1.00142876 4.44014597  8037991      100
  980 1.00141745 4.43671448  8032475      105
  990 1.00140404 4.43523639  8032497      103
 1000 1.00139350 4.43186306  8037884      100
 1010 1.00138248 4.43562120  8036379      101
 1020 1.00137029 4.43735418  8025290      107
 1030 1.00136126 4.43615610  8037913      101
 1040 1.00135471 4.43947996  8031554      103
 1050 1.00134552 4.43708383  8031646      101
 1060 1.00133594 4.43411130  8030362      102
 1070 1.00132748 4.43398522  8044357      104
 1080 1.00131870 4.43260663  8037139      105
 1090 1.00131294 4.43189587  8049386      108
 1100 1.00130645 4.43265072  8039888      101
 1110 1.00129703 4.43158631  8031805      101
 1120 1.00128973 4.43151034  8030766      100
 1130 1.00128080 4.43686385  8043800      105
 1140 1.00127465 4.43840650  8041527      104
 1150 1.00126809 4.43585965  8025414      104
 1160 1.00126155 4.43747274  8036840      101
 1170 1.00125581 4.43622474  8051800      103
 1180 1.00124771 4.43400480  8033731      102
 1190 1.00123916 4.43439694  8033583      103
 1200 1.00123433 4.43343648  8037162      105
 1210 1.00122628 4.43198937  8021455      100
 1220 1.00122098 4.43020645  8033382      103
 1230 1.00121260 4.43032075  8032376      100
 1240 1.00120758 4.43264847  8040624      102
 1250 1.00120184 4.43456291  8041360      104
 1260 1.00119667 4.43513785  8025718      102
 1270 1.00118921 4.43327113  8030716      103
 1280 1.00118039 4.43365379  8026761      102
 1290 1.00117636 4.43581848  8035398      100
 1300 1.00117269 4.43561766  8027836      100
 1310 1.00116649 4.44007240  8030635      103
 1320 1.00115985 4.43943953  8033026      101
 1330 1.00115414 4.43802127  8036814      102
 1340 1.00114866 4.43596191  8036810      103
 1350 1.00114348 4.43335273  8051377       99
 1360 1.00113904 4.43427695  8022608      101
 1370 1.00113445 4.43507021  8037369      107
 1380 1.00112848 4.43951274  8030079      102
 1390 1.00112374 4.44376440  8032062      107
 1400 1.00111650 4.44307693  8018342      102
 1410 1.00110936 4.44475137  8021293      102
 1420 1.00110472 4.44224614  8031191      100
 1430 1.00110203 4.44283257  8034618      101
 1440 1.00109646 4.44088981  8042411      101
 1450 1.00108917 4.43949420  8027582      101
 1460 1.00108322 4.44048820  8042923      103
 1470 1.00107952 4.44116507  8032173      105
 1480 1.00107345 4.43936544  8039315      102
 1490 1.00106664 4.43861291  8034283      101
 1500 1.00106053 4.43962978  8038746      101
 1510 1.00105470 4.44223376  8032974      102
 1520 1.00105191 4.44072139  8038448      102
 1530 1.00104562 4.43974010  8026684      102
 1540 1.00104156 4.44055667  8037241      102
 1550 1.00103684 4.44274137  8023981      102
 1560 1.00103013 4.44320569  8038666      100
 1570 1.00102771 4.44165011  8040082      105
 1580 1.00102456 4.43951823  8041354      103
 1590 1.00102270 4.43823569  8041119      103
 1600 1.00102000 4.43532166  8032334      101
 1610 1.00101584 4.43472379  8032601      102
 1620 1.00101074 4.43547888  8033957      103
 1630 1.00100920 4.43561902  8037872      105
 1640 1.00100530 4.43366274  8037547      101
 1650 1.00100182 4.43431437  8035677      101
 1660 1.00099958 4.43462817  8021644      109
 1670 1.00099671 4.43538649  8027039      102
 1680 1.00099393 4.43921704  8046623      102
 1690 1.00099047 4.43877090  8033275      102
 1700 1.00098588 4.43997306  8030519      102
 1710 1.00098246 4.43916315  8030006      105
 1720 1.00097657 4.44042304  8043043      103
 1730 1.00097249 4.44060026  8034619      103
 1740 1.00097046 4.44236170  8047204      103
 1750 1.00096749 4.44213528  8040097      103
 1760 1.00096636 4.44155716  8035607      107
 1770 1.00096469 4.44172558  8032469      102
 1780 1.00096444 4.44406003  8039953       99
 1790 1.00096022 4.44282707  8048935      100
 1800 1.00095589 4.44357083  8039745      102
 1810 1.00095315 4.44522179  8032459      107
 1820 1.00095016 4.44222662  8036538      100
 1830 1.00094776 4.44306056  8033125      100
 1840 1.00094467 4.44075064  8031852      104
 1850 1.00094146 4.43884125  8037038      102
 1860 1.00093753 4.43949649  8027374      103
 1870 1.00093380 4.43881446  8039299      105
 1880 1.00093106 4.43836081  8041120      103
 1890 1.00092730 4.43851200  8037030      104
 1900 1.00092395 4.43762428  8029761      102
 1910 1.00092094 4.43948314  8025700       99
 1920 1.00091937 4.43833347  8028120       98
 1930 1.00091689 4.43691853  8031016      103
 1940 1.00091443 4.43505574  8034300      105
 1950 1.00091344 4.43445168  8035725       99
 1960 1.00090959 4.43325675  8035086       99
 1970 1.00090832 4.43386366  8027780      101
 1980 1.00090652 4.43359453  8040620      104
 1990 1.00090543 4.43376396  8036364      103
