5 400
0.006992067183434806 -0.008560792686992533 0.009568231438503246
0.01396783388715230 -0.01707501500592517 0.01905467331801020
0.02091106295414196 -0.02549638088424680 0.02837826976280337
0.02780564352850269 -0.03377917073240211 0.03745942500722314
0.03463565334759858 -0.04187850943394988 0.04622071539006237
0.04138542001086972 -0.04975063808609376 0.05458757990083426
0.04803958089529071 -0.05735317749360389 0.06248898249991181
0.05458314139695454 -0.06464538149191959 0.06985803974695592
0.06100153118982234 -0.07158837826462090 0.07663260765515212
0.06728065820642959 -0.07814539792593489 0.08275582213794853
0.07340696006109490 -0.08428198475895698 0.08817658792464153
0.07936745265371394 -0.08996619263401283 0.09285001138492088
0.08514977571156304 -0.09516876227740312 0.09673777331363971
0.09074223504725787 -0.09986327921731750 0.09980843837800554
0.09613384133335733 -0.1040263113994338 0.1020376986122370
0.1013143452174659 -0.1076375256378202 0.1034085490513170
0.1062742686260190 -0.1106797822457500 0.1039113943172364
0.1110049321301998 -0.1131392073738467 0.1035440856995572
0.1154984782732526 -0.1150052427681715 0.1023118889986383
0.1197478907845791 -0.1162706728463226 0.1002273841158840
0.1237470096324586 -0.1169316291738250 0.09731029807286772
0.1274905418935135 -0.1169875726041079 0.09358727381196599
0.1309740684431865 -0.1164412535216959 0.08909157776796445
0.1341940464972826 -0.1152986507981002 0.08386274979570640
0.1371478080595579 -0.1135688902319067 0.07794619958719548
0.1398335543548106 -0.1112641433971965 0.07139275420662088
0.1422503463501033 -0.1083995079665063 0.06425816180880951
0.1443980914889922 -0.1049928707047207 0.05660255698133553
0.1462775267846064 -0.1010647544477316 0.04848989345964707
0.1478901984367554 -0.09663815048346033 0.03998735020561778
0.1492384381563662 -0.09173833784209168 0.03116471701131582
0.1503253363966665 -0.08639269107673299 0.02209376589082472
0.1511547127052506 -0.08063047817466516 0.01284761455374286
0.1517310834238073 -0.07448265028275967 0.003500088215686889
0.1520596269732269 -0.06798162495831814 -0.005874914104532183
0.1521461469707606 -0.06116106466872493 -0.01520404282167957
0.1519970334329644 -0.05405565226020800 -0.02441510480702272
0.1516192223233166 -0.04670086509788004 -0.03343764873842926
0.1510201537065033 -0.03913274954688328 -0.04220352366003120
0.1502077287728056 -0.03138769741827720 -0.05064740602263750
0.1491902659953359 -0.02350222594439829 -0.05870729090662889
0.1479764566806349 -0.01551276277742310 -0.06632494359533891
0.1465753201690239 -0.007455437422966647 -0.07344630816271294
0.1449961589354346 0.0006341195712776222 -0.08002187025778557
0.1432485138341019 0.008720968452385609 -0.08600697180374417
0.1413421197219248 0.01677104201308071 -0.09136207587436823
0.1392868616851647 0.02475131625955009 -0.09605298055901977
0.1370927320829416 0.03262996911838738 -0.1000509811727069
0.1347697886086905 0.04037652642789002 -0.1033329807038695
0.1323281135574159 0.04796199458436656 -0.1058815489137524
0.1297777744725200 0.05535897934081428 -0.1076849310018636
0.1271287863311283 0.06254179038182722 -0.1087370072272214
0.1243910754116445 0.06948653142402060 -0.1090372053201826
0.1215744449713867 0.07617117571417137 -0.1085903679305890
0.1186885428462441 0.08257562691689593 -0.1074065777312975
0.1157428310681727 0.08868176549879905 -0.1055009431289204
0.1127465575800735 0.09447348082583588 -0.1028933478235005
0.1097087301117309 0.09993668929433473 -0.09960816770409039
0.1066380922645394 0.1050593389129223 -0.09567395876674234
0.1035431018373272 0.1098314008419253 -0.09112311989464224
0.1004319114106054 0.1142448484781339 -0.08599153444710447
0.09731235119199347 0.1182936247456543 -0.08031819466552925
0.09419191411180801 0.1219735983177715 -0.07414481292116901
0.09107774314459195 0.1252825095498060 -0.06751542380347639
0.08797662081994889 0.1282199069490623 -0.06047598098075904
0.08489496087456098 0.1307870750448715 -0.05307395265941161
0.08183880198651687 0.1329869545496970 -0.04535791932692246
0.07881380352335526 0.1348240557212341 -0.03737717729022458
0.07582524322636866 0.1363043658458512 -0.02918135131815210
0.07287801674588616 0.1374352517657798 -0.02082001946842531
0.06997663893537513 0.1382253583665617 -0.01234235292919725
