50 400
6.131319747732319e-05 -0.0001309762161741866 0.0002135816588506430
0.0001301706046226244 -0.0002779954764105355 0.0004532032803068673
0.0002069293338830860 -0.0004417345397502408 0.0007198250949350124
0.0002919483683857574 -0.0006228615541334085 0.001014372582718090
0.0003855880433389361 -0.0008220343471269054 0.001337732877955238
0.0004882095154212676 -0.001039898704259590 0.001690751198384855
0.0006001742221997471 -0.001277086634696459 0.002074227310009372
0.0007218433264449148 -0.001534214630808726 0.002488912038385976
0.0008535771552994861 -0.001811881926756479 0.002935503838307501
0.0009957346265932812 -0.002110668754319585 0.003414645431260490
0.001148672668656152 -0.002431134606789034 0.003926920522015188
0.001312745632185227 -0.002773816512118731 0.004472850606758947
0.001488304695190289 -0.003139227318004822 0.005052891880212707
0.001675697263589736 -0.003527853996870102 0.005667432254929276
0.001875266368226901 -0.003940155970095202 0.006316788502579459
0.002087350056184512 -0.004376563460375689 0.007001203525639030
0.002312280780473237 -0.004837475873042673 0.007720843771438684
0.002550384790459371 -0.005323260211803308 0.008475796797791511
0.002801981519448821 -0.005834249533547138 0.009266068999237769
0.003067382974455699 -0.006370741443741769 0.01009158350065208
0.003346893127449493 -0.006932996641306294 0.01095217823162568
0.003640807312858234 -0.007521237511302392 0.01184760418644535
0.003949411623295498 -0.008135646773971654 0.01277752387632259
0.004272982315791370 -0.008776366190499620 0.01374150998533763
0.004611785221878137 -0.009443495330343164 0.01473904423285380
0.004966075166762406 -0.01013709040611382 0.01576951645114482
0.005336095396177002 -0.01085716317450302 0.01683222388306336
0.005722077013396877 -0.01160367991300340 0.01792637070621361
0.006124238426478361 -0.01237656046915039 0.01905106778586499
0.006542784809141002 -0.01317567738897937 0.02020533266239000
0.006977907572264895 -0.01400085512857850 0.02138808977754352
0.007429783852041617 -0.01485186934855627 0.02259817093922386
0.007898576011276326 -0.01572844629628629 0.02383431603101213
0.008384431156664294 -0.01663026227723503 0.02509517396521922
0.008887480675977572 -0.01755694321763330 0.02637930388014155
0.009407839789360193 -0.01850806432095439 0.02768517658312338
0.009945607123842794 -0.01948314982129063 0.02901117623845076
0.01050086430464041 -0.02048167283167630 0.03035560229935482
0.01107367556749894 -0.02150305529240179 0.03171667168082345
0.01166408739453326 -0.02254666801975679 0.03309252117236394
0.01227212817164362 -0.02361183085562077 0.03448121008573900
0.01289780786738524 -0.02469781291816033 0.03588072313506095
0.01354111773980900 -0.02580383295455761 0.03728897354535628
0.01420203006462866 -0.02692905979800465 0.03870380638172263
0.01488049788973922 -0.02807261292496241 0.04012300209546363
0.01557645481602116 -0.02923356311859857 0.04154428027877699
0.01628981480420623 -0.03041093323203331 0.04296530362349376
0.01702047201020849 -0.03160369905335206 0.04438368207332180
0.01776830064527697 -0.03281079027368993 0.04579697716264174
0.01853315486738756 -0.03403109155288685 0.04720270653265265
0.01931486869769147 -0.03526344368606565 0.04859834861377572
0.02011325596848961 -0.03650664486498889 0.04998134746783363
0.02092811029865961 -0.03775945203643713 0.05134911777560493
0.02175920509994105 -0.03902058235354674 0.05269904996126459
0.02260629360889607 -0.04028871471887596 0.05402851544040228
0.02346910895245399 -0.04156249141630886 0.05533487198039797
0.02434736424047474 -0.04284051982853530 0.05661546916178883
0.02524075269016980 -0.04412137423953779 0.05786765392638167
0.02614894777652784 -0.04540359771545078 0.05908877620021286
0.02707160341684580 -0.04668570406467029 0.06027619457710406
0.02800835418076741 -0.04796617987112670 0.06142728205009466
0.02895881553111542 -0.04924348659772738 0.06253943177670657
0.02992258409337409 -0.05051606275711593 0.06361006286386763
0.03089923795316796 -0.05178232614368668 0.06463662615943709
0.03188833698260859 -0.05304067612665925 0.06561661003352680
0.03288942319591304 -0.05428949599589369 0.06654754613940843
0.03390202112900437 -0.05552715535721004 0.06742701513588152
0.03492563824838757 -0.05675201257487568 0.06825265235915064
0.03595976538582710 -0.05796241725561056 0.06902215342914139
0.03700387719800760 -0.05915671276678990 0.06973327977581927
0.03805743265365426 -0.06033323878786310 0.07038386407283166
0.03911987554147692 -0.06149033388898759 0.07097181556339285
0.04019063500432352 -0.06262633813002617 0.07149512526622186
0.04126912609612068 -0.06373959567706232 0.07195187104484385
0.04235475035913901 -0.06482845743071791 0.07234022253158483
0.04344689642388448 -0.06589128366143902 0.07265844589199595
0.04454494062911694 -0.06692644664664747 0.07290490841530935
0.04564824766057934 -0.06793233330321219 0.07307808292168358
0.04675617120841261 -0.06890734781164486 0.07317655197253936
0.04786805464263289 -0.06984991422733970 0.07319901187465169
0.04898323170407421 -0.07075847907251340 0.07314427646634736
0.05010102721125129 -0.07163151390336021 0.07301128067635694
0.05122075778009311 -0.07246751784904945 0.07279908384483053
0.05234173255976406 -0.07326502011755338 0.07250687279716739
0.05346325397733826 -0.07402258246083740 0.07213396466538832
0.05458461849412512 -0.07473880159726443 0.07167980944554288
0.05570511737194758 -0.07541231158619678 0.07114399228608768
0.05682403745061024 -0.07604178614797714 0.07052623550069766
0.05794066192724109 -0.07662594092785097 0.06982640029817247
0.05905427114541265 -0.07716353569763815 0.06904448822606658
0.06016414338892784 -0.07765337649070510 0.06818064232379414
0.06126955567893686 -0.07809431766680838 0.06723514798117014
0.06236978457179237 -0.07848526390124981 0.06620843349701111
0.06346410696144078 -0.07882517209788814 0.06510107034051248
0.06455180087839467 -0.07911305321945272 0.06391377310962548
0.06563214629041900 -0.07934797403152637 0.06264739918715961
0.06670442589923484 -0.07952905875936142 0.06130294809635085
0.06776792593331916 -0.07965549065091221 0.05988156055381269
0.06882193693699612 -0.07972651344739437 0.05838451722323584
0.06986575455296291 -0.07974143275401167 0.05681323717159942
0.07089868029767314 -0.07969961731243232 0.05516927603170739
0.07192002232868930 -0.07960050016936247 0.05345432387315226
0.07292909620215376 -0.07944357974146565 0.05167020278668057
0.07392522562008368 -0.07922842077434955 0.04981886418900554
0.07490774316612425 -0.07895465519135450 0.04790238585067717
0.07587599102800292 -0.07862198283690898 0.04592296865669585
0.07682932170756941 -0.07823017210382001 0.04388293310455633
0.07776709871424486 -0.07777906045227140 0.04178471554777449
0.07868869724379574 -0.07726855481671734 0.03963086419504751
0.07959350484179116 -0.07669863189701331 0.03742403487248303
0.08048092204731491 -0.07606933833883633 0.03516698655820984
0.08135036301905001 -0.07538079079871012 0.03286257669901040
0.08220125614250634 -0.07463317589796990 0.03051375632320917
0.08303304461640355 -0.07382675006145997 0.02812356495542008
0.08384518701826377 -0.07296183924512778 0.02569512534777483
0.08463715785032659 -0.07203883855243393 0.02323163803958558
0.08540844806045740 -0.07105821173974007 0.02073637575564606
0.08615856554202683 -0.07002049061347192 0.01821267765782989
0.08688703560984364 -0.06892627431810118 0.01566394346199378
0.08759340145123296 -0.06777622851916935 0.01309362743371600
0.08827722455261802 -0.06657108448291819 0.01050523227507349
0.08893808510342210 -0.06531163805215755 0.007902302917707540
0.08957558237184232 -0.06399874852265285 0.005288420234848477
